7/29/2014,Tchoupitoulas St & Louisiana Ave,29.9183691,-90.0865587
2/24/2014,1200 Saint Mary St,29.932493,-90.0748159
4/18/2014,St Charles Ave & S Carrollton Ave,29.9430672,-90.1339998
1/29/2014,Magazine St & 6th St,29.9254536,-90.0838483
1/29/2014,Saint Charles Ave & Euterpe St,29.9377113,-90.0766193
1/29/2014,Panola St & Broadway St,29.9493944,-90.1172154
1/29/2014,2800 Magazine St,29.9259805,-90.0824734
2/25/2014,2500 N Derbigny St,29.9750289,-90.0503291
1/29/2014,3100 Magazine St,29.9243562,-90.0855412
7/30/2014,Tchoupitoulas St & Aline St,29.9180907,-90.0890855
7/30/2014,Tchoupitoulas St & Louisiana Ave,29.9183691,-90.0865587
7/30/2014,Constantinople St & Saint Charles Ave,29.9267611,-90.0974334
7/30/2014,Pitt St & Robert St,29.9252878,-90.1088621
7/30/2014,Magazine St & Washington Ave,29.9262129,-90.0824828
12/22/2014,N Broad St & Lapeyrouse St,29.9793508,-90.0753967
10/25/2014,4th St & Rousseau St,29.9214823,-90.077786
4/19/2014,Tchoupitoulas St & 4th St,29.9209365,-90.0773933
7/31/2014,Sixth St & Chippewa St,29.921983,-90.0812536
7/31/2014,Camp St & St Mary St,29.9324973,-90.0747958
7/31/2014,1500 Religious St,29.9330858,-90.0665427
7/31/2014,S Claiborne Ave & Napoleon Ave,29.940094,-90.103321
4/19/2014,1800 Tchoupitoulas St,29.9270113,-90.0672697
1/8/2014,Calliope St & Camp St,29.94165,-90.0716366
1/5/2014,4200 Magazine St,29.9207829,-90.0992263
4/19/2014,S Rampart St & Gravier St,29.9531159,-90.0742086
8/1/2014,1900 Tchoupitoulas St,29.9257417,-90.0678347
8/1/2014,1800 Tchoupitoulas St,29.9270113,-90.0672697
8/1/2014,1900 Tchoupitoulas St,29.9257417,-90.0678347
8/1/2014,1900 Tchoupitoulas St,29.9257417,-90.0678347
1/8/2014,Saint Charles Ave & Pine St,29.9377552,-90.1276224
8/1/2014,1900 Tchoupitoulas St,29.9257417,-90.0678347
8/1/2014,General De Gaulle Dr & L B Landry Ave,29.930562,-90.041681
8/1/2014,700 Saint Louis St,29.956465,-90.066371
8/1/2014,Gen De Gaulle Dr & Indiana St,29.927646,-90.02825
8/1/2014,1300 Convention Center Blvd,29.9390964,-90.0642214
2/26/2014,3600 Magazine St,29.9220951,-90.0916685
2/26/2014,I-10 E & Read Blvd,30.0378853,-89.9738315
5/29/2014,6100 West End Blvd,30.0202519,-90.11354
8/2/2014,Saint Charles Ave & Cherokee St,29.9391821,-90.129485
8/2/2014,1600 Religious St,29.9311226,-90.0671248
8/2/2014,2800 Tchoupitoulas St,29.9205895,-90.0783592
4/20/2014,Tchoupitoulas St & Harmony St,29.9189134,-90.0835916
8/2/2014,Canal St & S Carrollton Ave,29.9744932,-90.1007749
4/20/2014,200 N Carrollton Ave,29.975268,-90.099249
8/2/2014,Tulane Ave & S Prieur St,29.9582996,-90.0828399
8/2/2014,Camp Pl & Race St,29.9347638,-90.0739164
1/15/2014,Napoleon Ave & Magazine St,29.9207943,-90.1015953
8/2/2014,800 Lakeshore Dr,30.0277156,-90.0784343
8/3/2014,3600 Magazine St,29.9220951,-90.0916685
8/3/2014,Andrew Higgins Dr & S Peters St,29.9418283,-90.0657794
12/17/2014,7900 Olive St,29.9617691,-90.1112144
1/15/2014,Maple St & Broadway St,29.9390166,-90.1255505
4/20/2014,Franklin Ave & St Roch Ave,29.9639633,-90.0516767
9/20/2014,Calliope St & Annunciation St,29.9390935,-90.0684299
4/21/2014,Napoleon Ave & S Roman St,29.9422246,-90.1035455
4/21/2014,N Claiborne Ave & Ursulines Ave,29.9671858,-90.0703169
4/21/2014,Basin St & Saint Louis St,29.9592547,-90.0704036
8/4/2014,Calliope St & Magazine St,29.9412084,-90.0704431
1/15/2014,Jefferson Ave & Danneel St,29.9304805,-90.1125436
1/30/2014,5200 Magazine St,29.9202727,-90.1111105
12/1/2014,1200 Milan St,29.9238763,-90.0995548
1/15/2014,100 Royal St,29.953363,-90.068796
1/15/2014,S Claiborne Ave & Washington Ave,29.9423609,-90.0944601
12/1/2014,Canal St & S Rendon St,29.969221,-90.092953
1/30/2014,Marconi Dr & Zachary Taylor Dr,29.9951078,-90.1003017
2/26/2014,Canal St & Baronne St,29.9543101,-90.0709638
8/5/2014,Magazine St & State St,29.922143,-90.121523
8/5/2014,Washington Ave & Prytania St,29.9297458,-90.0850895
8/5/2014,2100 Louisiana Ave,29.932756,-90.09416
12/1/2014,S Claiborne Ave & Martin Luther King Jr Blvd,29.9463647,-90.0882438
2/27/2014,3200 Saint Charles Ave,29.928777,-90.089387
4/22/2014,Saint Charles Ave & Milan St,29.9267556,-90.0997035
8/5/2014,Florida Blvd & Rosemary Pl,29.9944041,-90.1124631
