DateTime,Address
1/9/2012,Monroe St & Peach St
1/9/2012,I-10 W & West End Blvd Exit
1/9/2012,Maple St & Pine St
1/9/2012,Austerlitz St & Tchoupitoulas St
1/9/2012,5000 Canal Blvd
1/9/2012,S Carrollton Ave & I-10 W
1/9/2012,O'Keefe Ave & Poydras St
1/10/2012,3700 Tchoupitoulas St
1/10/2012,S Jefferson Davis Pkwy & Tulane
1/10/2012,Canal Blvd & City Park Ave
1/12/2012,Magazine St & Peniston St
1/12/2012,3300 Saint Charles Ave
1/12/2012,City Park Ave & I-10 W
1/12/2012,Canal St & S Carrollton Ave
1/12/2012,200 N Rendon St
1/13/2012,Conti St & N Peters St
1/13/2012,Carondelet St & Washington Ave
1/13/2012,1500 Religious St
1/13/2012,400 Audubon St
1/14/2012,2600 Mlk Blvd
1/14/2012,Elmira Ave & Opelousas Ave
1/15/2012,X Ccc Out
1/15/2012,Napoleon Ave & Saint Charles Ave
1/15/2012,General De Gaulle Dr & Texas Dr
1/15/2012,Poydras St & Tchoupitoulas St
1/15/2012,Chef Menteur Hwy & Louisa Dr
1/15/2012,Clarence Henry Truckway & Felici
1/16/2012,I-10 W & Metairie Rd
1/16/2012,300 Royal St
1/16/2012,Canal St & Marais St
1/18/2012,Elysian Fields Ave & N Villere S
1/18/2012,Camp St & US90B E
1/19/2012,City Park Exit & I-10 W
1/20/2012,Jefferson Ave & Tchoupitoulas St
1/20/2012,O'Keefe Exit & US90B W
1/20/2012,N Carrollton Exit & I-10 W
1/20/2012,Bellecastle St & Magazine St
1/20/2012,S Broad St & Eve St
1/21/2012,Andrew Higgins Dr & Tchoupitoulasla
1/21/2012,Polk Ave & West End Blvd
1/22/2012,1800 Tchoupitoulas St
1/22/2012,Lake Forest Blvd & Read Blvd
1/22/2012,Henderson St & Tchoupitoulas St
1/22/2012,S Claiborne Ave & Joliet St
1/22/2012,I-10 E & Louisa St
1/23/2012,100 Conti St
1/24/2012,Toledano St & Willow St
1/24/2012,General De Gaulle Dr & Westbank
1/24/2012,General Taylor St & Magazine St
1/25/2012,1500 Valmont St
1/25/2012,Chippewa St & Orange St
1/26/2012,5000 Canal St
1/26/2012,Napoleon Ave & Saint Charles Ave
1/26/2012,Canal St & S Robertson St
1/26/2012,Louisiana Ave & Magnolia St
1/26/2012,Polk Ave & West End Blvd
1/26/2012,Canal St & S Roman St
1/27/2012,Joseph St & Tchoupitoulas St
1/27/2012,6th St & Tchoupitoulas St
1/27/2012,1700 Saint Charles Ave
1/27/2012,Elysian Fields Ave & N Peters St
1/27/2012,800 Elysian Fields Ave
1/28/2012,Marigny St & N Peters St
1/28/2012,Elysian Fields Ave & N Peters St
1/28/2012,Marigny St & N Peters St
1/28/2012,3100 Gentilly Blvd
1/28/2012,Marigny St & N Peters St
1/28/2012,Canal Blvd & Harrison Ave
1/29/2012,I-10 W & Metairie Rd
1/29/2012,Saint James St & Tchoupitoulas S
1/29/2012,S Pierce St & Tulane Ave
1/29/2012,Metairie Rd & Pontchartrain Blvd
1/29/2012,S Claiborne Ave & Mlk Blvd
1/30/2012,Elysian Fields Ave & N Peters St
1/31/2012,Belfast St & S Carrollton Ave
1/31/2012,O'Keefe Exit & US90B W
2/1/2012,Jefferson Ave & Tchoupitoulas St
2/1/2012,Camp St & Melpomene St
2/1/2012,S Carrollton Ave & Oleander St
2/1/2012,L B Landry Ave & Newton St
2/1/2012,4300 S Claiborne Ave
2/2/2012,Jefferson Ave & Tchoupitoulas St
2/2/2012,I-10 W & West End Blvd Exit
2/2/2012,Harrison Ave & Wisner Blvd
2/3/2012,5700 Read Blvd
2/3/2012,Bullard Exit & I-10 E
2/3/2012,E Homestead Dr & W Homestead Dr
2/3/2012,I-10 W & Louisa St
2/4/2012,Louisiana Ave & Loyola Ave
2/4/2012,Nashville Ave & Patton St
2/4/2012,Crowder Blvd & I-10 W Onramp
2/4/2012,Eastern St & Gentilly Blvd
2/4/2012,Andrew Higgins Dr & Tchoupitoulasla
2/4/2012,A P Tureaud Ave & N Broad St
2/4/2012,Camp St & US90B E
2/5/2012,Arabella St & Tchoupitoulas St
2/5/2012,Harmony St & Saint Charles Ave
2/5/2012,Canal St & S Rocheblave St
2/5/2012,Tchoupitoulas Exit & US90B E
2/5/2012,Fern St & Spruce St
2/5/2012,Wb Exp Wy & Gen De Gaulle
2/6/2012,Milne Blvd & Polk Ave
2/6/2012,Felicity St & Freret St
2/6/2012,I-10 W & Metairie Rd
2/6/2012,S Claiborne Exit & US90B E
2/6/2012,4900 Banks St
2/6/2012,Tchoupitoulas Exit & US90B E
2/7/2012,2800 Orleans Ave
2/7/2012,Gen De Gaulle Exit & US90B E
2/7/2012,Louisiana Ave & Saint Charles Av
2/7/2012,Canal St & N Rampart St
2/7/2012,I-10 E & Louisa St
2/8/2012,S Claiborne Ave & Jackson Ave
2/9/2012,I-10 W & Metairie Rd
2/9/2012,Richard St & Tchoupitoulas St
2/9/2012,5100 E Nemours St
2/10/2012,General De Gaulle Dr & Westbank
2/10/2012,N Claiborne Ave & Esplanade Ave
2/10/2012,Hampson St & Leake Ave
2/10/2012,3200 S Carrollton Ave
2/10/2012,800 N Claiborne Ave
2/11/2012,Bienville St & N Claiborne Ave
2/11/2012,Calhoun St & S Claiborne Ave
2/11/2012,700 Louisiana Ave
2/12/2012,Baronne St & Calliope St
2/12/2012,Canal St & N Claiborne Ave
2/12/2012,S Broad Overpass & I-10 W
2/13/2012,Saint Joseph St & Tchoupitoulas
2/13/2012,I-10 W & West End Blvd Exit
2/13/2012,X US90B E
2/13/2012,X US90B E
2/13/2012,3800 Tulane Ave
2/15/2012,200 N Claiborne Ave
2/15/2012,S Claiborne Ave & Josephine St
2/15/2012,5500 Clarence Henry Truckway
2/15/2012,2600 Orleans Ave
2/15/2012,Danneel St & Washington Ave
2/16/2012,Chef Menteur Hwy & Crowder Blvd
2/17/2012,S Claiborne Exit & US90B E
2/18/2012,S Claiborne Ave & Napoleon Ave
2/18/2012,Crowder Blvd & I-10 E
2/18/2012,S Liberty St & Poydras St
2/19/2012,I-10 W & West End Blvd Exit
2/19/2012,Franklin Ave & N Robertson St
2/19/2012,Adams St & S Claiborne Ave
2/19/2012,Florida Blvd & Memphis St
2/19/2012,N Peters St & Ursulines Ave
2/20/2012,N Broad St & Laharpe St
2/20/2012,N Broad St & Orleans Ave
2/20/2012,East Dr & Tchoupitoulas St
2/21/2012,6000 West End Blvd
2/21/2012,1200 St Bernard Ave
2/22/2012,Annunciation St & Calliope St
2/22/2012,Arabella St & Tchoupitoulas St
2/23/2012,200 Dauphine St
2/23/2012,Bourbon St & Canal St
2/24/2012,Cherokee St & Zimple St
2/24/2012,Canal Blvd & Robert E Lee Blvd
2/25/2012,700 Flood St
2/25/2012,Andrew Higgins Dr & Tchoupitoulasla
2/25/2012,Industry St & Saint Bernard Ave
2/25/2012,O'Keefe Exit & US90B W
2/25/2012,5900 Canal Blvd
2/26/2012,Chef Menteur Hwy & Michoud Blvd
2/26/2012,Alcee Fortier Blvd & Dwyer Blvd
2/27/2012,Jefferson Ave & Tchoupitoulas St
2/27/2012,Chef Menteur Exit & I-510 S
2/27/2012,N Derbigny St & Saint Bernard Av
2/28/2012,800 Bienville St
2/29/2012,Jefferson Ave & Tchoupitoulas St
2/29/2012,Jackson Ave & Magazine St
2/29/2012,General De Gaulle Dr & Holiday D
3/1/2012,Jefferson Ave & Tchoupitoulas St
3/1/2012,I-10 W & Metairie Rd
3/1/2012,I-10 W & I-610 W
3/1/2012,City Park Ave & I-10 W
3/1/2012,Baronne St & Calliope St
3/1/2012,Baronne St & Calliope St
3/2/2012,Baronne St & Calliope St
3/2/2012,Baronne St & Calliope St
3/2/2012,Baronne St & Calliope St
3/2/2012,S Carrollton Ave & I-10 E
3/2/2012,Baronne St & Calliope St
3/2/2012,Baronne St & Calliope St
3/2/2012,General Pershing St & Saint Char
3/2/2012,Lafayette St & S Rampart St
3/3/2012,Napoleon Ave & Saint Charles Ave
3/3/2012,3500 Plymouth Pl
3/3/2012,City Park Ave & I-10 W
3/3/2012,2000 Mardi Gras Blvd
3/3/2012,I-10 E & Read Blvd
3/3/2012,Felicity St & Tchoupitoulas St
3/4/2012,Calliope St & Convention Center
3/5/2012,W Roadway & N Roadway St
3/5/2012,Louisiana Ave & Magazine St
3/5/2012,General De Gaulle Dr & Westbank
3/5/2012,6400 West End Blvd
3/6/2012,Aline St & Magazine St
3/6/2012,Chef Menteur Hwy & Desire Pkwy
3/7/2012,Camp St & US90B E
3/7/2012,1200 Canal St
3/8/2012,Jackson Ave & Magazine St
3/8/2012,S Claiborne Ave & Washington Ave
3/8/2012,I-10 W & Metairie Rd
3/8/2012,Calliope St & Tchoupitoulas St
3/8/2012,Jefferson Ave & Tchoupitoulas St
3/9/2012,200 I-10 E
3/9/2012,Esplanade Ave & N Peters St
3/9/2012,Race St & Religious St
3/10/2012,Magazine St & Washington Ave
3/10/2012,Esplanade Ave & N Rampart St
3/11/2012,Broadway St & Willow St
3/11/2012,S Broad St & Washington Ave
3/11/2012,Saint James St & Tchoupitoulas S
3/11/2012,Hayne Blvd & Lehigh St
3/11/2012,S Galvez St & Mlk Blvd
3/12/2012,S Broad Overpass & I-10 W
3/12/2012,1000 Royal St
3/12/2012,Florida Blvd & Woodlawn Pl
3/12/2012,I-10 E & I-510 N
3/13/2012,2200 Saint Claude Ave
3/13/2012,N Broad St & Saint Philip St
3/14/2012,25000 Chef Menteur Hwy
3/15/2012,Race St & Religious St
3/15/2012,Capdeville St & Magazine St
3/15/2012,N Galvez St & Saint Bernard Ave
3/16/2012,200 N Derbigny St
3/16/2012,Saint Joseph St & Tchoupitoulas
3/16/2012,Prytania St & Saint Andrew St
3/16/2012,Josephine St & Prytania St
3/16/2012,Canal St & Crozat St
3/16/2012,Poydras St & Saint Charles Ave
3/16/2012,Bundy Rd & Morrison Rd
3/17/2012,2000 Mardi Gras Blvd
3/17/2012,400 Chartres St
3/17/2012,Camp St & Poydras St
3/18/2012,Felicity St & Religious St
3/18/2012,Clements Dr & Mayo Blvd
3/18/2012,S Carrollton Ave & Washington Av
3/19/2012,Felicity St & Religious St
3/19/2012,Annunciation St & John Churchill
3/19/2012,I-10 W & West End Blvd Exit
3/21/2012,Andrew Higgins Dr & Tchoupitoulasla
3/21/2012,City Park Ave & I-10 W
3/21/2012,N Broad St & Orleans Ave
3/21/2012,Canal Blvd & City Park Ave
3/23/2012,Aline St & Tchoupitoulas St
3/23/2012,Behrman Ave & General De Gaulle
3/24/2012,Leake Ave & Oak St
3/24/2012,1900 Tchoupitoulas St
3/24/2012,Leake Ave & Oak St
3/24/2012,Leake Ave & Oak St
3/24/2012,I-10 E & Orleans Ave
3/24/2012,Leake Ave & Oak St
3/24/2012,Felicity St & Saint James St
3/24/2012,Gen D Gualle & Expressway
3/24/2012,Calliope St & Carondelet St
3/24/2012,Canal St & S Carrollton Ave
3/24/2012,N Claiborne Ave & Iberville St
3/25/2012,S Claiborne Ave & Jena St
3/25/2012,Franklin Ave & I-10 W
3/25/2012,Saint Joseph St & Tchoupitoulas
3/25/2012,Leonidas St & Spruce St
3/26/2012,I-10 W & Jeff Davis Overpass
3/26/2012,Canal St & N Peters St
3/26/2012,General De Gaulle Dr & Westbank
3/26/2012,Filmore Ave & Pratt Dr
3/27/2012,1900 Dauphine St
3/28/2012,General De Gaulle Dr & Westbank
3/28/2012,I-610 E & Marconi Dr
3/28/2012,Carondelet St & US90B W
3/29/2012,S Broad St & General Pershing St
3/29/2012,Celeste St & Tchoupitoulas St
3/30/2012,I-10 W & West End Blvd Exit
3/30/2012,Crowder Blvd & I-10 E
3/30/2012,N Diamond St & Tchoupitoulas St
3/30/2012,Andrew Higgins Dr & Tchoupitoulasla
3/30/2012,Annunciation St & Calliope St
3/30/2012,I-10 E & Ursulines Ave
3/30/2012,Calliope St & Carondelet St
3/31/2012,Andrew Higgins Dr & Tchoupitoulasla
3/31/2012,Jefferson Ave & Tchoupitoulas St
3/31/2012,Saint Charles Ave & Washington A
3/31/2012,Monroe St & Peach St
3/31/2012,S Rendon St & Washington Ave
3/31/2012,Amelia St & S Claiborne Ave
3/31/2012,1500 Religious St
4/1/2012,Canal St & Crozat St
4/1/2012,Melpomene St & Saint Charles Ave
4/1/2012,Camp St & Louisiana Ave
4/1/2012,Camp St & Terpsichore St
4/1/2012,1600 Tchoupitoulas St
4/1/2012,2100 Prytania St
4/1/2012,Calliope St & Tchoupitoulas St
4/1/2012,5000 Canal St
4/2/2012,Andrew Higgins Dr & Tchoupitoulasla
4/2/2012,N Rocheblave St & Saint Bernard
4/2/2012,I-10 W & West End Blvd Exit
4/2/2012,I-10 W & Metairie Rd
4/2/2012,L B Landry Ave & Mardi Gras Blvd
4/4/2012,Esplanade Ave & N Roman St
4/5/2012,4600 Baccich St
4/5/2012,1200 Milton St
4/5/2012,S I-10 Service Rd & Read Blvd
4/6/2012,3100 Saint Charles Ave
4/7/2012,S Carrollton Ave & D'Hemecourt S
4/7/2012,5900 West End Blvd
4/7/2012,I-10 W & Poydras St
4/8/2012,I-10 W & Metairie Rd
4/8/2012,Canal Blvd & City Park Ave
4/8/2012,Constance St & Felicity St
4/9/2012,2nd St & S Claiborne Ave
4/9/2012,Canal St & Tchoupitoulas St
4/9/2012,Chef Menteur Hwy & Louisa Dr
4/10/2012,I-10 W & West End Blvd Exit
4/10/2012,Orange St & Religious St
4/10/2012,1500 Mandeville St
4/11/2012,Andrew Higgins Dr & Tchoupitoulasla
4/11/2012,Calhoun St & Saint Charles Ave
4/11/2012,Chef Menteur Hwy & Read Blvd
4/12/2012,I-10 W & Read Blvd
4/12/2012,S Carrollton Ave & Maple St
4/12/2012,Canal St & Marais St
4/13/2012,1200 S Jefferson Davis Pkwy
4/13/2012,Jefferson Ave & Tchoupitoulas St
4/13/2012,I-610 W & West End Blvd
4/13/2012,Dublin St & Plum St
4/13/2012,I-10 E & Metairie Rd
4/14/2012,I-10 E & Jeff Davis Overpass
4/14/2012,S Broad St & Tulane Ave
4/14/2012,Philip St & Simon Bolivar Ave
4/14/2012,Josephine St & Magazine St
4/14/2012,I-10 W & West End Blvd Exit
4/15/2012,5000 Canal St
4/15/2012,900 Ursulines Ave
4/15/2012,Baronne St & Calliope St
4/18/2012,Calliope St & Carondelet St
4/18/2012,Julia St & Magazine St
4/19/2012,6100 Tullis Dr
4/19/2012,N Claiborne Ave & Touro St
4/20/2012,Broadway St & S Claiborne Ave
4/21/2012,Calliope St & Convention Center
4/21/2012,Henderson St & Tchoupitoulas St
4/21/2012,Race St & Tchoupitoulas St
4/21/2012,General Meyer Ave & Richland Rd
4/22/2012,I-10 W & Metairie Rd
4/22/2012,Nashville Ave & Tchoupitoulas St
4/22/2012,Nashville Ave & Saint Charles Av
4/22/2012,S Claiborne Ave & Louisiana Ave
4/23/2012,300 City Park Ave
4/23/2012,Gen De Gaulle Exit & US90B E
4/23/2012,S Carrollton Ave & Tulane Ave
4/23/2012,Canal St & N Rampart St
4/24/2012,Canal Blvd & Harrison Ave
4/24/2012,Alvar St & Saint Claude Ave
4/24/2012,Canal St & N Clark St
4/25/2012,I-10 W & Read Blvd
4/26/2012,City Park Ave & I-10 W
4/26/2012,Louisiana Ave & Tchoupitoulas St
4/27/2012,Philip St & Saint Charles Ave
4/27/2012,3500 Tchoupitoulas St
4/27/2012,S Claiborne Ave & Lowerline St
4/27/2012,De Saix Blvd & Moss St
4/28/2012,Tchoupitoulas Exit & US90B E
4/28/2012,Earhart Blvd & Magnolia St
4/28/2012,General De Gaulle Dr & Westbank
4/28/2012,3400 Canal St
4/29/2012,Chef Menteur Hwy & Papania Dr
4/29/2012,General De Gaulle Dr & L B Landr
4/29/2012,Chef Menteur Hwy & Press Dr
4/29/2012,Andrew Higgins Dr & Tchoupitoulasla
4/30/2012,Jefferson Ave & Tchoupitoulas St
4/30/2012,Antonine St & Prytania St
4/30/2012,I-10 E & Metairie Rd
4/30/2012,4200 Magazine St
4/30/2012,Felicity St & Oretha Castle Hale
5/1/2012,400 Delaronde St
5/2/2012,Bullard & I-10 E
5/2/2012,Bullard Ave & N I-10 Service Rd
5/2/2012,I-10 W & West End Blvd Exit
5/2/2012,S Carrollton Ave & I-10 W
5/3/2012,City Park Ave & Orleans Ave
5/4/2012,Louisiana Ave & Tchoupitoulas St
5/4/2012,8000 Jourdan Rd
5/5/2012,Andrew Higgins Dr & Tchoupitoulasla
5/5/2012,N Claiborne Ave & Elysian Fields
5/6/2012,Louisiana Ave & Magazine St
5/7/2012,9th St & Tchoupitoulas St
5/7/2012,Belfast St & S Carrollton Ave
5/8/2012,Bordeaux St & Magazine St
5/9/2012,S Claiborne Ave & Napoleon Ave
5/9/2012,5000 Chef Menteur Hwy
5/10/2012,Louisiana Ave & Magazine St
5/10/2012,14700 Chef Menteur Hwy
5/11/2012,S Salcedo St & Tulane Ave
5/11/2012,Jefferson Ave & Tchoupitoulas St
5/11/2012,Napoleon Ave & S Roman St
5/11/2012,1500 Religious St
5/11/2012,Bundy Rd & S I-10 Service Rd
5/11/2012,1400 Tchoupitoulas St
5/11/2012,3500 Tchoupitoulas St
5/11/2012,Cleveland Ave & S Hennessey St
5/12/2012,Orange St & Religious St
5/12/2012,1000 Saint Charles Ave
5/12/2012,Banks St & S Broad St
5/12/2012,Annunciation St & Calliope St
5/12/2012,Julia St & Saint Charles Ave
5/13/2012,6400 Fontainebleau Dr
5/13/2012,Hendee St & Thayer St
5/13/2012,Calliope St & Carondelet St
5/13/2012,Mazant St & Saint Claude Ave
5/14/2012,Donner Dr & Westbank Expy In Onr
5/14/2012,Louisiana Ave & Tchoupitoulas St
5/15/2012,Louisiana Ave & Saint Charles Av
5/15/2012,Felicity St & Tchoupitoulas St
5/15/2012,Canal Blvd & Harrison Ave
5/16/2012,City Park Ave & I-10 W
5/16/2012,Andrew Higgins Dr & Tchoupitoulasla
5/16/2012,Calliope St & Convention Center
5/16/2012,I-10 W & Metairie Rd
5/16/2012,Canal Blvd & Robert E Lee Blvd
5/16/2012,S Carrollton Ave & I-10 E
5/17/2012,5100 Press Dr
5/17/2012,S Carrollton Ave & I-10 W
5/18/2012,S Claiborne Ave & Poydras Exit
5/18/2012,S Claiborne Ave & Napoleon Ave
5/18/2012,Florida Blvd & Rosemary Pl
5/18/2012,S Carrollton Ave & Olive St
5/18/2012,S Carrollton Ave & Oak St
5/18/2012,S Carrollton Ave & Fontainebleau
5/18/2012,Bienville St & N Carrollton Ave
5/19/2012,S Carrollton Ave & Earhart Blvd
5/19/2012,S Carrollton Ave & Willow St
5/20/2012,Mirabeau Ave & Wisner Blvd
5/20/2012,5200 S Claiborne Ave
5/20/2012,I-10 W & Metairie Rd
5/21/2012,Hillary St & Saint Charles Ave
5/21/2012,S Carrollton Ave & Panola St
5/21/2012,I-10 W & Metairie Rd
5/22/2012,Banks St & S Carrollton Ave
5/22/2012,7700 Berg Rd
5/23/2012,3600 Magazine St
5/23/2012,1300 Magazine St
5/23/2012,I-10 E & Orleans Ave
5/23/2012,1300 N Peters St
5/24/2012,Saint Charles Ave & Short St
5/24/2012,Chef Menteur Hwy & Michoud Blvd
5/24/2012,1500 Religious St
5/25/2012,Camp St & Napoleon Ave
5/25/2012,1500 Religious St
5/25/2012,1st St & Tchoupitoulas St
5/25/2012,I-10 E & Tulane Ave
5/25/2012,1700 Religious St
5/25/2012,I-610 E & Pontchartrain Blvd
5/26/2012,Harrison Ave & Orleans Ave
5/26/2012,Napoleon Ave & Saint Charles Ave
5/26/2012,Saint Charles Ave & Toledano St
5/26/2012,Napoleon Ave & Saint Charles Ave
5/26/2012,1000 Common St
5/26/2012,Carondelet St & Poydras St
5/26/2012,I-10 E & Orleans Ave
5/27/2012,S Alexander St & Canal St
5/27/2012,4th St & Tchoupitoulas St
5/27/2012,Felicity St & Religious St
5/27/2012,Jefferson Ave & Tchoupitoulas St
5/27/2012,Andrew Higgins Dr & Tchoupitoulasla
5/27/2012,Joseph St & Magazine St
5/27/2012,6th St & Freret St
5/28/2012,Broadway St & Zimple St
5/28/2012,St Charles Exit & US90B E
5/28/2012,3400 Esplanade Ave
5/29/2012,S Claiborne Ave & Napoleon Ave
5/29/2012,Market St & Religious St
5/30/2012,I-10 W & S Prieur St
5/31/2012,Metairie Rd & Pontchartrain Blvd
5/31/2012,Airline Hwy & I-10 E
5/31/2012,Easter Ln & General Meyer Ave
6/1/2012,S Claiborne Exit & US90B E
6/1/2012,Belfast St & S Carrollton Ave
6/1/2012,5000 Canal St
6/2/2012,Basin St & Saint Peter St
6/2/2012,Basin St & Saint Peter St
6/2/2012,Basin St & Saint Peter St
6/2/2012,Basin St & Saint Peter St
6/2/2012,Basin St & Saint Peter St
6/2/2012,Basin St & Saint Peter St
6/2/2012,9000 Airline Hwy
6/2/2012,N Rampart St & Saint Peter St
6/2/2012,7400 Chef Menteur Hwy
6/3/2012,I-10 W & West End Blvd Exit
6/3/2012,Howard Ave & Saint Charles Ave
6/3/2012,Chippewa St & Pleasant St
6/3/2012,Annunciation St & Antonine St
6/3/2012,I-510 N & Lake Forest Blvd
6/4/2012,Convention Center Blvd & Poydras
6/4/2012,3100 N Robertson St
6/4/2012,S Carrollton Ave & I-10 W
6/5/2012,Bullard & I-10 E
6/6/2012,1500 Religious St
6/6/2012,Andrew Higgins Dr & Constance St
6/6/2012,Baronne St & Saint Joseph St
6/7/2012,Constance St & Toledano St
6/7/2012,1000 Henriette Delille St
6/7/2012,Bourbon St & Conti St
6/7/2012,Jackson Ave & Tchoupitoulas St
6/8/2012,Jefferson Ave & Saint Charles Av
6/8/2012,Annunciation St & Calliope St
6/8/2012,6000 West End Blvd
6/8/2012,I-10 W & West End Blvd Exit
6/8/2012,Soraparu St & Tchoupitoulas St
6/9/2012,Jefferson Ave & Tchoupitoulas St
6/9/2012,Polk Ave & West End Blvd
6/9/2012,6th St & Chippewa St
6/9/2012,City Park Ave & I-10 W
6/9/2012,Orleans Ave & N Rendon St
6/10/2012,Canal St & S Carrollton Ave
6/10/2012,S Pierce St & Tulane Ave
6/10/2012,I-10 W & Jeff Davis Overpass
6/10/2012,2000 Napoleon Ave
6/10/2012,Calliope St & Convention Center
6/10/2012,6th St & S Saratoga St
6/11/2012,I-10 W & West End Blvd Exit
6/11/2012,7th St & Tchoupitoulas St
6/11/2012,1700 N Broad St
6/13/2012,S Claiborne Ave & Mlk Blvd
6/13/2012,3100 Tchoupitoulas St
6/15/2012,1500 Religious St
6/15/2012,S Claiborne Ave & Nashville Ave
6/15/2012,Canal St & Crozat St
6/15/2012,1300 Frenchmen St
6/16/2012,13100 Linden St
6/16/2012,O'Keefe Exit & US90B W
6/16/2012,13100 Linden St
6/16/2012,Canal Blvd & City Park Ave
6/16/2012,Mandeville St & Robert E Lee Blv
6/16/2012,Basin St & N Robertson St
6/16/2012,1500 Basin St
6/16/2012,4100 Tchoupitoulas St
6/16/2012,Crowder Blvd & I-10 E
6/17/2012,1500 Religious St
6/17/2012,Andrew Higgins Dr & Tchoupitoulasla
6/17/2012,City Park Ave & I-10 W
6/17/2012,Chef Menteur Hwy & Desire Pkwy
6/18/2012,3900 I-10 E
6/18/2012,Calliope St & Tchoupitoulas St
6/18/2012,S Claiborne Ave & Louisiana Ave
6/19/2012,300 Canal St
6/20/2012,1500 Religious St
6/20/2012,4800 Rosalia Dr
6/20/2012,S Claiborne Ave & Earhart Blvd
6/20/2012,Claiborne Onramp & I-10 E
6/21/2012,Calliope St & Oretha Castle Hale
6/21/2012,Louisiana Ave & Tchoupitoulas St
6/21/2012,S Carrollton Ave & Plum St
6/22/2012,I-10 E & Michoud Blvd
6/22/2012,S Claiborne Ave & State Street D
6/22/2012,Magazine St & Washington Ave
6/22/2012,1500 Religious St
6/22/2012,Religious St & Richard St
6/23/2012,Annunciation St & US90B E
6/23/2012,I-10 E & Morrison Exit
6/23/2012,I-10 W & West End Blvd Exit
6/23/2012,1100 Carondelet St
6/24/2012,Magazine St & Napoleon Ave
6/24/2012,S Broad Overpass & I-10 E
6/24/2012,Magazine St & US90B E
6/24/2012,3500 Tchoupitoulas St
6/25/2012,I-10 E & I-510 N
6/25/2012,I-10 W & Metairie Rd
6/25/2012,S Claiborne Ave & Mlk Blvd
6/26/2012,I-510 S & Lake Forest Blvd
6/26/2012,I-10 W & West End Blvd Exit
6/27/2012,I-10 E & I-510 N
6/27/2012,Last St & Pontchartrain Blvd
6/27/2012,S Carrollton Ave & I-10 W
6/27/2012,6th St & Tchoupitoulas St
6/27/2012,200 S Claiborne Ave
6/27/2012,800 Canal St
6/28/2012,S Carrollton Ave & S Claiborne A
6/28/2012,Howard Ave & O'Keefe Ave
6/28/2012,Bullard & I-10 E
6/29/2012,Baronne St & Calliope St
6/29/2012,Baronne St & Calliope St
6/29/2012,City Park Ave & I-10 W
6/29/2012,Baronne St & Calliope St
6/29/2012,Behrman Ave & General De Gaulle
6/30/2012,7th St & Tchoupitoulas St
6/30/2012,Lafayette St & Tchoupitoulas St
6/30/2012,S Carrollton Ave & Earhart Blvd
6/30/2012,Elysian Fields Ave & Gentilly Bl
7/1/2012,1st St & Magazine St
7/1/2012,8th St & Tchoupitoulas St
7/1/2012,N Claiborne Ave & Elysian Fields
7/1/2012,Bayou Rd & N Broad St
7/1/2012,Bullard & I-10 W
7/2/2012,Canal St & S Rampart St
7/2/2012,Freret St & Napoleon Ave
7/4/2012,I-10 E & Read Blvd
7/4/2012,Andrew Higgins Dr & Tchoupitoulasla
7/4/2012,I-10 W & Metairie Rd
7/4/2012,S Pierce St & Tulane Ave
7/4/2012,Moss St & Toulouse St
7/5/2012,6th St & Tchoupitoulas St
7/5/2012,Andrew Higgins Dr & Tchoupitoulasla
7/5/2012,Polk Ave & West End Blvd
7/5/2012,Bellaire Dr & W Harrison Ave
7/5/2012,Industry St & Metropolitan St
7/5/2012,Canal St & N Villere St
7/6/2012,Harrison Ave & West End Blvd
7/6/2012,Calliope St & Loyola Ave
7/7/2012,Soraparu St & Tchoupitoulas St
7/7/2012,S Carrollton Ave & S Claiborne A
7/7/2012,Nashville Ave & Saint Charles Av
7/7/2012,10th St & Fleur De Lis Dr
7/7/2012,Canal St & Chartres St
7/7/2012,Clermont Dr & Gentilly Blvd
7/8/2012,Jackson Ave & Tchoupitoulas St
7/8/2012,Decatur St & Esplanade Ave
7/8/2012,I-610 E & Saint Bernard Ave
7/8/2012,1900 Tchoupitoulas St
7/8/2012,S Carrollton Ave & Willow St
7/8/2012,Euterpe St & Religious St
7/8/2012,Franklin Ave & N Miro St
7/9/2012,Cherokee St & Saint Charles Ave
7/9/2012,I-10 W & S Jeff Davis Overpass
7/9/2012,General De Gaulle Dr & Shirley D
7/9/2012,Bourbon St & Saint Philip St
7/9/2012,Freret St & Jefferson Ave
7/10/2012,S Carrollton Ave & Fig St
7/10/2012,Bullard & I-10 E
7/10/2012,4200 Magazine St
7/10/2012,I-10 W & West End Blvd Exit
7/11/2012,Chef Menteur Hwy & Downman Rd
7/12/2012,5900 West End Blvd
7/12/2012,2000 Mardi Gras Blvd
7/12/2012,I-10 W & Jeff Davis Overpass
7/12/2012,100 Veterans Hwy
7/12/2012,4000 Canal St
7/13/2012,Gen De Gaulle Exit & US90B E
7/13/2012,900 Cherokee St
7/13/2012,Coliseum St & Euterpe St
7/14/2012,Soraparu St & Tchoupitoulas St
7/14/2012,Broadway St & Hampson St
7/14/2012,Pleasant St & Tchoupitoulas St
7/14/2012,X US90B W
7/14/2012,1st St & Tchoupitoulas St
7/15/2012,Saint Joseph St & Tchoupitoulas
7/15/2012,Philip St & Tchoupitoulas St
7/15/2012,S Broad St & Canal St
7/15/2012,Harmony St & Tchoupitoulas St
7/15/2012,I-10 E & Saint Bernard Ave
