NOPD_Item,Type_,TypeText,MapX,MapY,TimeCreate,TimeDispatch,TimeClosed,Disposition,DispositionText,BLOCK_ADDRESS,Zip
A2974214,98,DRIVING WHILE UNDER INFLUENCE,3679668,523374,1/24/2014 00:42:55,1/24/2014 00:42:55,1/24/2014 02:44:37,NAT,Necessary Action Taken,Felicity St & Camp St,70130
F3260414,98,DRIVING WHILE UNDER INFLUENCE,3677407,531612,6/25/2014 02:59:38,6/25/2014 02:59:38,6/25/2014 04:39:31,NAT,Necessary Action Taken,S Claiborne Ave (1G01) & Gravier St,70112
F3265114,98,DRIVING WHILE UNDER INFLUENCE,3666159,543920,6/25/2014 04:28:47,6/25/2014 04:28:47,6/25/2014 05:34:08,NAT,Necessary Action Taken,I-10 W & West End Blvd Exit,70124
A2979014,98,DRIVING WHILE UNDER INFLUENCE,3682589,535587,1/24/2014 02:12:19,1/24/2014 02:12:19,1/24/2014 03:35:55,NAT,Necessary Action Taken,Esplanade Ave (1A01) & Henriette Delille St,70116
K1123314,98,DRIVING WHILE UNDER INFLUENCE,3671093,518050,11/9/2014 17:19:48,,11/9/2014 18:37:13,NAT,Necessary Action Taken,Napoleon Ave & Laurel St (2B05),70115
A2982014,98,DRIVING WHILE UNDER INFLUENCE,3665452,518674,1/24/2014 03:06:39,,1/24/2014 05:50:26,NAT,Necessary Action Taken,Nashville Ave & Constance St,70115
A2982514,98,DRIVING WHILE UNDER INFLUENCE,3680569,519822,1/24/2014 03:15:35,1/24/2014 03:15:35,1/24/2014 04:25:45,NAT,Necessary Action Taken,Tchoupitoulas St & Jackson Ave (6A02),70130
A2983314,98,DRIVING WHILE UNDER INFLUENCE,3679058,527021,1/24/2014 03:27:29,1/24/2014 03:27:29,1/24/2014 04:18:08,NAT,Necessary Action Taken,Baronne St (6G03) & Calliope St,70113
F3385914,98,DRIVING WHILE UNDER INFLUENCE,3666408,517160,6/26/2014 00:30:35,6/26/2014 00:30:35,6/26/2014 02:01:52,NAT,Necessary Action Taken,Tchoupitoulas St & Jefferson Ave,70115
F3392514,98,DRIVING WHILE UNDER INFLUENCE,3674583,521664,6/26/2014 02:22:52,6/26/2014 02:22:52,6/26/2014 03:32:22,NAT,Necessary Action Taken,Toledano St & Saint Charles Ave,70115
F3394114,98,DRIVING WHILE UNDER INFLUENCE,3673463,534154,6/26/2014 03:00:23,6/26/2014 03:00:23,6/26/2014 06:53:43,NAT,Necessary Action Taken,S Dupre St (1K01) & Tulane Ave,70119
F3395714,98,DRIVING WHILE UNDER INFLUENCE,3681565,530210,6/26/2014 03:31:36,6/26/2014 03:31:36,6/26/2014 05:33:46,NAT,Necessary Action Taken,005XX Canal St,70130
F3397814,98,DRIVING WHILE UNDER INFLUENCE,3675162,519281,6/26/2014 04:24:38,,6/26/2014 05:22:10,NAT,Necessary Action Taken,034XX Constance St,70115
F3397914,98,DRIVING WHILE UNDER INFLUENCE,3678441,532224,6/26/2014 04:25:08,,6/26/2014 06:53:43,NAT,Necessary Action Taken,Cleveland Ave & S Robertson St,70112
L1461314,98,DRIVING WHILE UNDER INFLUENCE,3678687,518928,12/13/2014 00:24:45,,12/13/2014 01:53:17,NAT,Necessary Action Taken,Tchoupitoulas St & 4th St,
D0146814,98,DRIVING WHILE UNDER INFLUENCE,3693452,538093,4/2/2014 00:27:32,,4/2/2014 01:38:27,NAT,Necessary Action Taken,Poland Ave (5H01) & N Prieur St,70117
L1466914,98,DRIVING WHILE UNDER INFLUENCE,3680662,532946,12/13/2014 01:37:39,12/13/2014 01:37:39,12/13/2014 04:07:01,NAT,Necessary Action Taken,Basin St (1E01) & Saint Louis St,70112
L1469614,98,DRIVING WHILE UNDER INFLUENCE,3666154,530132,12/13/2014 02:22:12,,12/13/2014 04:28:34,NAT,Necessary Action Taken,Pine St & S Claiborne Ave (2L04),70125
F3526014,98,DRIVING WHILE UNDER INFLUENCE,3677506,526970,6/27/2014 00:52:10,6/27/2014 00:52:10,6/27/2014 02:47:41,NAT,Necessary Action Taken,Simon Bolivar Ave (6H03) & Thalia St,70113
F3528814,98,DRIVING WHILE UNDER INFLUENCE,3670344,537417,6/27/2014 01:28:23,6/27/2014 01:28:23,6/27/2014 02:41:03,NAT,Necessary Action Taken,S Carrollton Ave & Banks St (1L04),70119
L1471114,98,DRIVING WHILE UNDER INFLUENCE,3693480,536877,12/13/2014 02:43:44,,12/13/2014 03:54:56,NAT,Necessary Action Taken,N Claiborne Ave (5H01) & Poland Ave,
B2089914,98,DRIVING WHILE UNDER INFLUENCE,3670310,518716,2/17/2014 00:11:12,,2/17/2014 02:03:48,NAT,Necessary Action Taken,Magazine St & Cadiz St,
F3536414,98,DRIVING WHILE UNDER INFLUENCE,3674002,539211,6/27/2014 03:30:11,,6/27/2014 05:55:31,NAT,Necessary Action Taken,Orleans Ave (1M01) & Wilson Dr,
B2090714,98,DRIVING WHILE UNDER INFLUENCE,3700837,523837,2/17/2014 00:16:26,,2/17/2014 01:32:41,NAT,Necessary Action Taken,Gen Meyer Ave (4D03) & Kabel Dr,70131
F3537414,98,DRIVING WHILE UNDER INFLUENCE,3677603,518510,6/27/2014 03:50:47,,6/27/2014 04:54:03,NAT,Necessary Action Taken,Tchoupitoulas St & 7th St,70115
F3538014,98,DRIVING WHILE UNDER INFLUENCE,3679668,523374,6/27/2014 04:05:11,6/27/2014 04:05:11,6/27/2014 06:08:18,NAT,Necessary Action Taken,Sophie Wright Pl & Felicity St,70130
F3543314,98,DRIVING WHILE UNDER INFLUENCE,3685098,547660,6/27/2014 06:04:12,6/27/2014 06:39:17,6/27/2014 07:02:01,NAT,Necessary Action Taken,Piedmont Dr & St Vincent St,70122
B2093614,98,DRIVING WHILE UNDER INFLUENCE,3675792,517963,2/17/2014 00:58:29,,2/17/2014 00:59:31,NAT,Necessary Action Taken,Tchoupitoulas St & Louisiana Ave (6A03),70115
B2099014,98,DRIVING WHILE UNDER INFLUENCE,3678485,532787,2/17/2014 02:29:53,,2/17/2014 06:29:47,RTF,REPORT TO FOLLOW,N Claiborne Ave & Canal St (1E02),70112
K3426214,98,DRIVING WHILE UNDER INFLUENCE,3676168,518024,11/29/2014 01:49:49,11/29/2014 01:49:49,11/29/2014 02:51:46,NAT,Necessary Action Taken,Toledano St & Tchoupitoulas St,70115
B2105114,98,DRIVING WHILE UNDER INFLUENCE,3676723,519292,2/17/2014 04:21:48,,2/17/2014 05:44:08,NAT,Necessary Action Taken,031XX Annunciation St,
B2106014,98,DRIVING WHILE UNDER INFLUENCE,3675012,519625,2/17/2014 04:41:47,,2/17/2014 05:44:37,NAT,Necessary Action Taken,034XX Magazine St,
B2106414,98,DRIVING WHILE UNDER INFLUENCE,3691560,549285,2/17/2014 04:48:45,,2/17/2014 06:25:12,NAT,Necessary Action Taken,Louisa St & Gentilly Rd,70126
B2108914,98,DRIVING WHILE UNDER INFLUENCE,3682291,522951,2/17/2014 05:43:19,,2/17/2014 06:31:33,NAT,Necessary Action Taken,Tchoupitoulas St & Orange St,70130
K3427714,98,DRIVING WHILE UNDER INFLUENCE,3692046,550053,11/29/2014 02:12:48,,11/29/2014 03:07:24,NAT,Necessary Action Taken,Chef Menteur Hwy & Desire Pkwy,
F3668014,98,DRIVING WHILE UNDER INFLUENCE,3684272,536159,6/28/2014 00:42:52,6/28/2014 00:42:52,6/28/2014 01:18:26,NAT,Necessary Action Taken,020XX Saint Claude Ave,70116
F3676914,98,DRIVING WHILE UNDER INFLUENCE,3678582,524472,6/28/2014 02:37:53,6/28/2014 02:37:53,6/28/2014 04:10:18,NAT,Necessary Action Taken,Saint Charles Ave & Felicity St (6E03),70130
F3680414,98,DRIVING WHILE UNDER INFLUENCE,3678969,518994,6/28/2014 03:26:56,6/28/2014 03:26:56,6/28/2014 04:31:57,NAT,Necessary Action Taken,026XX Tchoupitoulas St,70130
F3682414,98,DRIVING WHILE UNDER INFLUENCE,3669558,536556,6/28/2014 04:05:18,,6/28/2014 05:10:35,NAT,Necessary Action Taken,Ulloa St & S Carrollton Ave (1L04),70119
F3686114,98,DRIVING WHILE UNDER INFLUENCE,3670344,537417,6/28/2014 05:08:41,6/28/2014 06:12:19,6/28/2014 06:12:22,NAT,Necessary Action Taken,Banks St (1L04) & S Carrollton Ave,
F3688014,98,DRIVING WHILE UNDER INFLUENCE,3684947,537784,6/28/2014 06:00:51,6/28/2014 06:01:10,6/28/2014 09:58:19,NAT,Necessary Action Taken,N Robertson St & Elysian Fields Ave (5B03),
D0274814,98,DRIVING WHILE UNDER INFLUENCE,3680295,531301,4/2/2014 22:19:13,,4/3/2014 03:34:58,RTF,REPORT TO FOLLOW,001XX University Pl,70112
K3434014,98,DRIVING WHILE UNDER INFLUENCE,3680216,521745,11/29/2014 03:29:55,11/29/2014 03:29:55,11/29/2014 05:21:50,NAT,Necessary Action Taken,Annunciation St & Saint Andrew St,70130
F3796314,98,DRIVING WHILE UNDER INFLUENCE,3681895,522676,6/29/2014 00:38:14,6/29/2014 00:38:14,6/29/2014 02:04:14,NAT,Necessary Action Taken,Richard St & Religious St,70130
F3805514,98,DRIVING WHILE UNDER INFLUENCE,3666408,517160,6/29/2014 02:28:55,6/29/2014 02:28:55,6/29/2014 03:36:03,NAT,Necessary Action Taken,Tchoupitoulas St & Jefferson Ave,70115
F3809014,98,DRIVING WHILE UNDER INFLUENCE,3672086,530385,6/29/2014 03:14:41,,6/29/2014 04:23:21,NAT,Necessary Action Taken,Thalia St & S Broad St,70125
F3814614,98,DRIVING WHILE UNDER INFLUENCE,3680643,531143,6/29/2014 04:41:58,,6/29/2014 06:07:46,NAT,Necessary Action Taken,Canal St & Baronne St (8D01),70112
K1290214,98,DRIVING WHILE UNDER INFLUENCE,3681121,533060,11/11/2014 02:16:34,11/11/2014 02:16:34,11/11/2014 04:04:04,NAT,Necessary Action Taken,Toulouse St & N Rampart St (1E03),70112
K3438914,98,DRIVING WHILE UNDER INFLUENCE,3680575,519812,11/29/2014 04:56:00,11/29/2014 04:56:00,11/29/2014 05:54:13,NAT,Necessary Action Taken,Tchoupitoulas St & Jackson Ave (6A02),70130
F3923414,98,DRIVING WHILE UNDER INFLUENCE,3670796,517424,6/30/2014 02:21:49,,6/30/2014 03:32:24,NAT,Necessary Action Taken,045XX Tchoupitoulas St,70115
F3923714,98,DRIVING WHILE UNDER INFLUENCE,3680608,530508,6/30/2014 02:24:11,,6/30/2014 03:31:03,NAT,Necessary Action Taken,Carondelet St & Common St,70112
F3924914,98,DRIVING WHILE UNDER INFLUENCE,3671150,517460,6/30/2014 02:36:20,,6/30/2014 04:12:19,NAT,Necessary Action Taken,Tchoupitoulas St & Napoleon Ave (2B05),
D3013814,98,DRIVING WHILE UNDER INFLUENCE,3666865,527559,4/23/2014 04:06:12,,4/23/2014 05:18:29,NAT,Necessary Action Taken,Calhoun St & S Johnson St,70118
K1355014,98,DRIVING WHILE UNDER INFLUENCE,3684472,542195,11/11/2014 16:02:20,11/11/2014 16:03:29,11/11/2014 17:34:55,NAT,Necessary Action Taken,Florida Ave & Elysian Fields Ave (5K01),70119
B2220114,98,DRIVING WHILE UNDER INFLUENCE,3681707,527108,2/18/2014 01:51:42,2/18/2014 01:51:42,2/18/2014 02:48:28,NAT,Necessary Action Taken,Tchoupitoulas St & St Joseph St,70130
G0008214,98,DRIVING WHILE UNDER INFLUENCE,3671767,519230,7/1/2014 02:02:35,7/1/2014 02:02:35,7/1/2014 02:54:16,NAT,Necessary Action Taken,Milan St & Camp St,70115
L1536914,98,DRIVING WHILE UNDER INFLUENCE,3680928,533192,12/13/2014 17:35:33,,12/13/2014 17:36:02,NAT,Necessary Action Taken,Basin St (1E03) & Saint Peter St,70116
K1407414,98,DRIVING WHILE UNDER INFLUENCE,3671673,537780,11/12/2014 00:44:45,11/12/2014 00:44:45,11/12/2014 02:30:40,NAT,Necessary Action Taken,039XX Canal St,70119
K1407014,98,DRIVING WHILE UNDER INFLUENCE,3713658,563875,11/12/2014 00:39:57,11/12/2014 00:39:57,11/12/2014 03:28:58,NAT,Necessary Action Taken,I-10 E & Bullard Ave Exit,70128
A3091814,98,DRIVING WHILE UNDER INFLUENCE,3663096,523854,1/24/2014 23:57:07,1/24/2014 23:57:07,1/25/2014 02:32:20,NAT,Necessary Action Taken,Dominican St & Walnut St,70118
A0762914,98,DRIVING WHILE UNDER INFLUENCE,3679133,528877,1/7/2014 02:54:26,,1/7/2014 03:49:15,NAT,Necessary Action Taken,011XX Girod St,70113
K1414014,98,DRIVING WHILE UNDER INFLUENCE,3677823,521337,11/12/2014 02:23:37,11/12/2014 02:30:58,11/12/2014 04:11:11,NAT,Necessary Action Taken,2nd St & Magazine St,70130
K1415614,98,DRIVING WHILE UNDER INFLUENCE,3676971,523184,11/12/2014 03:04:50,,11/12/2014 03:59:32,NAT,Necessary Action Taken,1st St (6D03) & Saint Charles Ave,
A0022514,98,DRIVING WHILE UNDER INFLUENCE,3680158,525335,1/1/2014 01:55:29,1/1/2014 01:55:29,1/1/2014 03:11:05,NAT,Necessary Action Taken,Camp St & Thalia St,70130
K1421314,98,DRIVING WHILE UNDER INFLUENCE,3668289,545880,11/12/2014 05:35:04,11/12/2014 05:35:04,11/12/2014 06:38:25,NAT,Necessary Action Taken,I610 W & Canal Blvd (3E02),70124
A3097014,98,DRIVING WHILE UNDER INFLUENCE,3675792,517963,1/25/2014 01:01:45,1/25/2014 01:01:45,1/25/2014 02:30:37,NAT,Necessary Action Taken,Louisiana Ave (6A03) & Tchoupitoulas St,70115
A3105514,98,DRIVING WHILE UNDER INFLUENCE,3675128,539077,1/25/2014 03:33:53,,1/25/2014 04:48:36,NAT,Necessary Action Taken,009XX Hagan Ave,
A3109614,98,DRIVING WHILE UNDER INFLUENCE,3674889,538768,1/25/2014 04:48:56,,1/25/2014 05:59:25,NAT,Necessary Action Taken,008XX Hagan Ave,70119
D0579414,98,DRIVING WHILE UNDER INFLUENCE,3681266,536609,4/5/2014 03:09:16,4/5/2014 03:09:16,4/5/2014 04:14:40,NAT,Necessary Action Taken,I10 W & Esplanade Ave (1B01),70116
D0584914,98,DRIVING WHILE UNDER INFLUENCE,3698504,524995,4/5/2014 04:34:08,,4/5/2014 05:46:43,NAT,Necessary Action Taken,General Collins Ave & General Meyer Ave,
D0586114,98,DRIVING WHILE UNDER INFLUENCE,3679800,541011,4/5/2014 04:54:29,4/5/2014 04:54:29,4/5/2014 06:11:34,NAT,Necessary Action Taken,N Broad Ave & Aubry St (1C02),70119
D0588514,98,DRIVING WHILE UNDER INFLUENCE,3721879,563897,4/5/2014 05:36:13,4/5/2014 05:36:13,4/5/2014 06:51:45,NAT,Necessary Action Taken,I-510 S & Lake Forest Blvd,70128
A0534314,98,DRIVING WHILE UNDER INFLUENCE,3679892,534637,1/5/2014 03:05:45,,1/5/2014 03:55:03,NAT,Necessary Action Taken,Basin St (1E03) & N Claiborne Ave,
A1550314,98,DRIVING WHILE UNDER INFLUENCE,3682431,525231,1/12/2014 22:57:37,,1/12/2014 23:51:17,NAT,Necessary Action Taken,S Peters St & Calliope St (6C01),70130
G0414314,98,DRIVING WHILE UNDER INFLUENCE,3666954,540696,7/4/2014 00:03:24,,7/4/2014 03:37:22,NAT,Necessary Action Taken,I-10 W & City Park Ave,
G0425414,98,DRIVING WHILE UNDER INFLUENCE,3682080,524122,7/4/2014 01:37:28,,7/4/2014 02:37:27,NAT,Necessary Action Taken,Tchoupitoulas St & Henderson St (6C01),70130
G0434914,98,DRIVING WHILE UNDER INFLUENCE,3670645,518707,7/4/2014 03:40:41,,7/4/2014 06:00:44,NAT,Necessary Action Taken,045XX Magazine St,70115
G0437414,98,DRIVING WHILE UNDER INFLUENCE,3677603,518510,7/4/2014 04:13:12,7/4/2014 04:38:32,7/4/2014 07:25:32,NAT,Necessary Action Taken,Tchoupitoulas St & 7th St,70115
B2342214,98,DRIVING WHILE UNDER INFLUENCE,3671148,533971,2/18/2014 23:57:03,,2/19/2014 01:48:23,NAT,Necessary Action Taken,I-10 W (1K01) & Jeff Davis Overpass,70119
L1585414,98,DRIVING WHILE UNDER INFLUENCE,3682431,525231,12/14/2014 00:57:22,12/14/2014 00:57:22,12/14/2014 03:35:10,NAT,Necessary Action Taken,S Peters St & Calliope St (6C01),70130
K1534314,98,DRIVING WHILE UNDER INFLUENCE,3680221,541575,11/13/2014 01:44:11,11/13/2014 01:44:11,11/13/2014 03:54:37,NAT,Necessary Action Taken,St Bernard Ave & N Broad Ave (1C02),70119
K1536114,98,DRIVING WHILE UNDER INFLUENCE,3676487,548597,11/13/2014 02:27:51,11/13/2014 02:27:51,11/13/2014 03:33:32,NAT,Necessary Action Taken,045XX Bancroft Dr,70122
G0498914,98,DRIVING WHILE UNDER INFLUENCE,3677272,530548,7/4/2014 17:58:09,7/4/2014 18:28:28,7/4/2014 22:45:00,NAT,Necessary Action Taken,Poydras Exit & Clara St,
B2356914,98,DRIVING WHILE UNDER INFLUENCE,3677570,521168,2/19/2014 03:27:31,,2/19/2014 04:15:41,NAT,Necessary Action Taken,026XX Magazine St,70130
D0711914,98,DRIVING WHILE UNDER INFLUENCE,3666834,548495,4/6/2014 03:11:14,4/6/2014 03:11:14,4/6/2014 04:42:16,NAT,Necessary Action Taken,Ringold St & Catina St,70124
D0712814,98,DRIVING WHILE UNDER INFLUENCE,3693733,527276,4/6/2014 03:24:50,,4/6/2014 03:25:04,RTF,REPORT TO FOLLOW,Florence Ave (4H02) & General Meyer Ave,70114
L1593814,98,DRIVING WHILE UNDER INFLUENCE,3690196,549205,12/14/2014 02:49:21,,12/14/2014 05:13:03,RTF,REPORT TO FOLLOW,Press Dr (3U01) & Chef Menteur Hwy,
D0715214,98,DRIVING WHILE UNDER INFLUENCE,3681441,525521,4/6/2014 04:12:13,4/6/2014 04:12:13,4/6/2014 05:34:03,NAT,Necessary Action Taken,Calliope St (6C01) & Tchoupitoulas Exit,70130
G0538014,98,DRIVING WHILE UNDER INFLUENCE,3679436,531160,7/4/2014 22:57:15,7/4/2014 22:57:32,7/5/2014 01:19:26,NAT,Necessary Action Taken,Loyola Ave (8I02) & Tulane Ave,
G0548514,98,DRIVING WHILE UNDER INFLUENCE,3684481,533722,7/5/2014 00:11:59,,7/5/2014 02:00:26,NAT,Necessary Action Taken,Barracks St & Decatur St,70116
G0554114,98,DRIVING WHILE UNDER INFLUENCE,3672292,517578,7/5/2014 01:01:21,7/5/2014 01:01:21,7/5/2014 02:23:22,NAT,Necessary Action Taken,Marengo St & Tchoupitoulas St,70115
A1565514,98,DRIVING WHILE UNDER INFLUENCE,3679573,540722,1/13/2014 01:54:49,,1/13/2014 02:29:58,NAT,Necessary Action Taken,N Broad St & D'Abadie St,70119
G0567514,98,DRIVING WHILE UNDER INFLUENCE,3675792,517963,7/5/2014 03:08:40,7/5/2014 03:08:40,7/5/2014 04:10:27,NAT,Necessary Action Taken,Tchoupitoulas St & Louisiana Ave (6A03),70115
G0568914,98,DRIVING WHILE UNDER INFLUENCE,3675296,537117,7/5/2014 03:26:07,7/5/2014 03:26:07,7/5/2014 04:35:36,NAT,Necessary Action Taken,Lafitte Ave & N Gayoso St,70119
G0569514,98,DRIVING WHILE UNDER INFLUENCE,3670590,541746,7/5/2014 03:39:31,7/5/2014 03:39:31,7/5/2014 05:07:39,NAT,Necessary Action Taken,City Park Ave (3H02) & Orleans Ave,70119
G0580914,98,DRIVING WHILE UNDER INFLUENCE,3698746,551797,7/5/2014 06:30:08,7/5/2014 06:30:08,7/5/2014 08:23:42,NAT,Necessary Action Taken,I-10 E & Chef Menteur Hwy,70126
A0045814,98,DRIVING WHILE UNDER INFLUENCE,3667862,541068,1/1/2014 05:14:08,,1/1/2014 06:22:22,NAT,Necessary Action Taken,050XX Canal Blvd,
L1599214,98,DRIVING WHILE UNDER INFLUENCE,3677315,537859,12/14/2014 04:26:13,12/14/2014 04:26:13,12/14/2014 06:00:16,NAT,Necessary Action Taken,027XX Saint Philip St,70119
L1601114,98,DRIVING WHILE UNDER INFLUENCE,3686371,525501,12/14/2014 04:41:18,,12/14/2014 04:41:57,RTF,REPORT TO FOLLOW,US90 E,
L1604514,98,DRIVING WHILE UNDER INFLUENCE,3667928,532657,12/14/2014 05:54:11,,12/14/2014 06:55:46,NAT,Necessary Action Taken,Pine St & Earhart Blvd (2U04),70125
L1606214,98,DRIVING WHILE UNDER INFLUENCE,3668395,536622,12/14/2014 06:49:42,12/14/2014 06:49:42,12/14/2014 08:03:04,NAT,Necessary Action Taken,I10 E & Airline Hwy,70119
G0679914,98,DRIVING WHILE UNDER INFLUENCE,3673884,522219,7/6/2014 00:07:00,,7/6/2014 00:53:15,NAT,Necessary Action Taken,Baronne St (6Q02) & Louisiana Ave,
G0686014,98,DRIVING WHILE UNDER INFLUENCE,3676730,518170,7/6/2014 00:57:17,7/6/2014 00:57:17,7/6/2014 02:23:13,NAT,Necessary Action Taken,Tchoupitoulas St & Harmony St,70115
G0705814,98,DRIVING WHILE UNDER INFLUENCE,3677023,518291,7/6/2014 05:19:00,,7/6/2014 06:01:42,NAT,Necessary Action Taken,Tchoupitoulas St & 9th St,
G0707914,98,DRIVING WHILE UNDER INFLUENCE,3678687,518928,7/6/2014 06:15:16,7/6/2014 06:15:16,7/6/2014 07:57:47,NAT,Necessary Action Taken,Tchoupitoulas St & 4th St,70130
A0046014,98,DRIVING WHILE UNDER INFLUENCE,3681847,526126,1/1/2014 05:18:14,,1/1/2014 06:15:58,NAT,Necessary Action Taken,Tchoupitoulas St & John Churchill Chase St,70130
D0814714,98,DRIVING WHILE UNDER INFLUENCE,3684262,540325,4/7/2014 00:31:25,,4/7/2014 01:25:34,NAT,Necessary Action Taken,Frenchmen St & N Miro St,70119
D0829114,98,DRIVING WHILE UNDER INFLUENCE,3688045,536312,4/7/2014 04:45:07,4/7/2014 04:45:07,4/7/2014 05:38:21,NAT,Necessary Action Taken,St Claude Ave & Press St (5C02),70117
B0642314,98,DRIVING WHILE UNDER INFLUENCE,3674243,521515,2/6/2014 03:02:57,,2/6/2014 04:30:37,NAT,Necessary Action Taken,Saint Charles Ave & Louisiana Ave (6D01),70115
G0793214,98,DRIVING WHILE UNDER INFLUENCE,3667826,541091,7/6/2014 23:00:58,7/6/2014 23:00:58,7/7/2014 00:09:58,NAT,Necessary Action Taken,050XX Canal Blvd,70124
G0805514,98,DRIVING WHILE UNDER INFLUENCE,3670863,520325,7/7/2014 01:12:00,7/7/2014 01:12:00,7/7/2014 02:33:14,NAT,Necessary Action Taken,Napoleon Ave (2F04) & Prytania St,70115
G0811314,98,DRIVING WHILE UNDER INFLUENCE,3680408,526408,7/7/2014 02:36:50,7/7/2014 02:36:50,7/7/2014 08:28:25,NAT,Necessary Action Taken,US90B E & Camp St,70130
G0811614,98,DRIVING WHILE UNDER INFLUENCE,3666966,540663,7/7/2014 02:46:40,,7/7/2014 04:37:23,NAT,Necessary Action Taken,I-10 W & Metairie Rd,
G0814614,98,DRIVING WHILE UNDER INFLUENCE,3673213,532202,7/7/2014 03:45:34,7/7/2014 03:45:34,7/7/2014 03:47:40,NAT,Necessary Action Taken,I10 E & S Broad Overpass (6M04),70125
G0816714,98,DRIVING WHILE UNDER INFLUENCE,3679969,542200,7/7/2014 04:38:14,7/7/2014 04:38:14,7/7/2014 06:06:46,NAT,Necessary Action Taken,Paris Ave (3X03) & St Bernard Ave,70119
G0820514,98,DRIVING WHILE UNDER INFLUENCE,3672739,540162,7/7/2014 06:37:39,7/7/2014 06:37:39,7/7/2014 10:10:23,NAT,Necessary Action Taken,N Carrollton Ave (3H02) & Orleans Ave,70119
K1659714,98,DRIVING WHILE UNDER INFLUENCE,3673511,521203,11/14/2014 02:29:37,11/14/2014 02:29:37,11/14/2014 06:18:27,NAT,Necessary Action Taken,Saint Charles Ave & Foucher St (6P01),70115
K1661314,98,DRIVING WHILE UNDER INFLUENCE,3668947,517230,11/14/2014 03:05:10,,11/14/2014 06:35:57,NAT,Necessary Action Taken,Tchoupitoulas St & Upperline St,70115
K1663314,98,DRIVING WHILE UNDER INFLUENCE,3676644,528851,11/14/2014 03:30:10,,11/14/2014 04:39:10,NAT,Necessary Action Taken,US90B E & Earhart Blvd,70113
K1669514,98,DRIVING WHILE UNDER INFLUENCE,3669374,517276,11/14/2014 05:48:04,11/14/2014 05:48:04,11/14/2014 07:13:34,NAT,Necessary Action Taken,Tchoupitoulas St & Lyons St,70115
B2489614,98,DRIVING WHILE UNDER INFLUENCE,3685043,536307,2/20/2014 02:53:05,,2/20/2014 04:04:14,NAT,Necessary Action Taken,Elysian Fields Ave (8F04) & Saint Claude Ave,70117
G1038714,98,DRIVING WHILE UNDER INFLUENCE,3684701,539619,7/8/2014 19:39:46,,7/8/2014 21:19:36,NAT,Necessary Action Taken,Elysian Fields Ave (5A03) & N Johnson St,
A0396614,98,DRIVING WHILE UNDER INFLUENCE,3667862,541068,1/4/2014 00:46:09,1/4/2014 01:50:43,1/4/2014 01:52:23,NAT,Necessary Action Taken,Canal Blvd (3E01) & City Park Ave,70124
A0396714,98,DRIVING WHILE UNDER INFLUENCE,3694264,534743,1/4/2014 00:46:29,,1/4/2014 02:03:43,NAT,Necessary Action Taken,St Claude Bridge West,70117
A1183014,98,DRIVING WHILE UNDER INFLUENCE,3663644,524114,1/10/2014 05:39:26,1/10/2014 05:39:26,1/10/2014 06:59:54,NAT,Necessary Action Taken,Saint Charles Ave & Audubon Pl (2E01),70118
A3223814,98,DRIVING WHILE UNDER INFLUENCE,3676634,518372,1/26/2014 03:24:05,,1/26/2014 05:16:18,NAT,Necessary Action Taken,006XX Harmony St,70115
A3226314,98,DRIVING WHILE UNDER INFLUENCE,3676730,518170,1/26/2014 03:57:55,,1/26/2014 04:50:27,NAT,Necessary Action Taken,Tchoupitoulas St & Harmony St,70115
G1197514,98,DRIVING WHILE UNDER INFLUENCE,3681895,522676,7/9/2014 23:14:18,7/9/2014 23:14:29,7/10/2014 01:00:50,NAT,Necessary Action Taken,Religious St & Richard St,70130
G1210814,98,DRIVING WHILE UNDER INFLUENCE,3674444,521056,7/10/2014 01:49:21,,7/10/2014 03:03:14,NAT,Necessary Action Taken,Louisiana Ave (6D01) & Prytania St,70115
G1211214,98,DRIVING WHILE UNDER INFLUENCE,3721758,569897,7/10/2014 01:58:22,,7/10/2014 03:29:59,NAT,Necessary Action Taken,I-510 S & I-10 E,70128
L3057114,98,DRIVING WHILE UNDER INFLUENCE,3680631,543368,12/27/2014 02:41:19,12/27/2014 02:41:19,12/27/2014 02:42:04,NAT,Necessary Action Taken,Abundance St & Republic St,70119
K1790014,98,DRIVING WHILE UNDER INFLUENCE,3683408,546700,11/15/2014 04:45:08,,11/15/2014 05:49:52,NAT,Necessary Action Taken,Gentilly Blvd (3Q04) & Norman Mayer Ave,70122
D1091614,98,DRIVING WHILE UNDER INFLUENCE,3678755,524741,4/9/2014 01:31:36,,4/9/2014 02:09:34,NAT,Necessary Action Taken,Saint Charles Ave & Polymnia St (6E03),70130
D1095214,98,DRIVING WHILE UNDER INFLUENCE,3681737,534499,4/9/2014 02:40:03,,4/9/2014 04:35:23,NAT,Necessary Action Taken,Saint Philip St & Henriette Delille St,70116
G1348714,98,DRIVING WHILE UNDER INFLUENCE,3675792,517963,7/11/2014 00:30:40,,7/11/2014 01:28:26,NAT,Necessary Action Taken,Louisiana Ave (6A03) & Tchoupitoulas St,70115
G1350614,98,DRIVING WHILE UNDER INFLUENCE,3678563,519128,7/11/2014 00:53:59,,7/11/2014 04:04:03,NAT,Necessary Action Taken,4th St & Rousseau St,
G1350814,98,DRIVING WHILE UNDER INFLUENCE,3671468,541122,7/11/2014 00:58:39,,7/11/2014 02:20:10,NAT,Necessary Action Taken,Orleans Ave & N Alexander St (3H02),
