NOPD_Item,Type_,TypeText,MapX,MapY,TimeCreate,TimeDispatch,TimeClosed,Disposition,DispositionText,BLOCK_ADDRESS,Zip
E0557414,98,DRIVING WHILE UNDER INFLUENCE,3675792,517963,5/5/2014 01:09:39,5/5/2014 01:09:39,5/5/2014 01:59:13,NAT,Necessary Action Taken,Tchoupitoulas St & Louisiana Ave (6A03),70115
K3119014,98,DRIVING WHILE UNDER INFLUENCE,3676722,518123,11/26/2014 01:30:02,,11/26/2014 02:33:39,NAT,Necessary Action Taken,032XX Tchoupitoulas St,70115
E0566314,98,DRIVING WHILE UNDER INFLUENCE,3668606,526086,5/5/2014 04:13:15,,5/5/2014 04:52:03,NAT,Necessary Action Taken,Soniat St & S Claiborne Ave (2N03),70125
C0628014,98,DRIVING WHILE UNDER INFLUENCE,3667606,526737,3/5/2014 05:11:25,,3/5/2014 06:04:47,NAT,Necessary Action Taken,Nashville Ave & S Claiborne Ave (2N02),70125
A1032114,98,DRIVING WHILE UNDER INFLUENCE,3673853,521346,1/9/2014 02:57:23,,1/9/2014 03:53:05,NAT,Necessary Action Taken,Saint Charles Ave & Delachaise St (6P01),
A1033014,98,DRIVING WHILE UNDER INFLUENCE,3666298,529693,1/9/2014 03:10:50,1/9/2014 03:10:50,1/9/2014 04:04:45,NAT,Necessary Action Taken,Broadway St (2L04) & S Claiborne Ave,70125
I0257014,98,DRIVING WHILE UNDER INFLUENCE,3681989,525175,9/3/2014 00:44:23,9/3/2014 02:47:32,9/3/2014 03:09:45,NAT,Necessary Action Taken,Tchoupitoulas Exit & Calliope St (6C01),
A2079314,98,DRIVING WHILE UNDER INFLUENCE,3678391,518805,1/17/2014 00:09:08,1/17/2014 00:09:08,1/17/2014 01:16:44,NAT,Necessary Action Taken,Tchoupitoulas St & Washington Ave,70130
I0265514,98,DRIVING WHILE UNDER INFLUENCE,3674993,517855,9/3/2014 04:24:23,,9/3/2014 06:19:00,NAT,Necessary Action Taken,Aline St & Tchoupitoulas St,70115
E3249014,98,DRIVING WHILE UNDER INFLUENCE,3673213,517613,5/24/2014 05:32:18,5/24/2014 05:32:18,5/24/2014 06:24:55,NAT,Necessary Action Taken,039XX Tchoupitoulas St,70115
A1036114,98,DRIVING WHILE UNDER INFLUENCE,3676644,528851,1/9/2014 04:03:51,,1/9/2014 05:07:38,NAT,Necessary Action Taken,Earhart Blvd (6J03) & Magnolia St,70113
A2084514,98,DRIVING WHILE UNDER INFLUENCE,3670812,520820,1/17/2014 01:12:45,1/17/2014 01:12:45,1/17/2014 01:51:26,NAT,Necessary Action Taken,St Charles Ave & Napoleon Ave (2F04),70115
L2185214,98,DRIVING WHILE UNDER INFLUENCE,3684058,547586,12/19/2014 02:46:50,12/19/2014 03:58:41,12/19/2014 05:32:59,NAT,Necessary Action Taken,Elysian Fields Ave (3Q04) & Gentilly Blvd,
L3153814,98,DRIVING WHILE UNDER INFLUENCE,3676363,518295,12/28/2014 00:27:34,,12/28/2014 02:39:54,NAT,Necessary Action Taken,St Thomas St & Pleasant St,70115
I0388014,98,DRIVING WHILE UNDER INFLUENCE,3699468,557392,9/3/2014 23:00:39,,9/4/2014 00:30:26,NAT,Necessary Action Taken,I-10 E & Morrison Rd Exit,70126
K2664214,98,DRIVING WHILE UNDER INFLUENCE,3675057,519643,11/22/2014 03:14:28,,11/22/2014 04:53:07,NAT,Necessary Action Taken,Magazine St & Louisiana Ave (6D01),70115
I0393114,98,DRIVING WHILE UNDER INFLUENCE,3678918,524994,9/3/2014 23:52:03,,9/4/2014 01:20:00,NAT,Necessary Action Taken,Saint Charles Ave & Euterpe St (6E03),70130
I0401214,98,DRIVING WHILE UNDER INFLUENCE,3674021,521901,9/4/2014 01:45:51,9/4/2014 01:45:51,9/4/2014 02:38:33,NAT,Necessary Action Taken,Carondelet St (6Q02) & Louisiana Ave,70115
E3237514,98,DRIVING WHILE UNDER INFLUENCE,3666966,540663,5/24/2014 02:11:30,,5/24/2014 03:45:22,NAT,Necessary Action Taken,I-10 W & Metairie Rd,
I0404214,98,DRIVING WHILE UNDER INFLUENCE,3674638,520607,9/4/2014 02:49:56,9/4/2014 02:49:56,9/4/2014 04:14:25,NAT,Necessary Action Taken,Louisiana Ave & Coliseum St (6D01),70115
I0406914,98,DRIVING WHILE UNDER INFLUENCE,3680004,523037,9/4/2014 03:51:34,9/4/2014 03:51:34,9/4/2014 05:23:56,NAT,Necessary Action Taken,Magazine St & Felicity St,70130
I0407514,98,DRIVING WHILE UNDER INFLUENCE,3699468,557392,9/4/2014 04:03:15,,9/4/2014 04:49:04,NAT,Necessary Action Taken,I-10 E & Morrison Rd Exit,70126
I0414514,98,DRIVING WHILE UNDER INFLUENCE,3706632,553213,9/4/2014 06:57:53,9/4/2014 06:57:53,9/4/2014 11:18:28,NAT,Necessary Action Taken,Crowder Blvd (7F04) & Hwy 90,70127
A2088914,98,DRIVING WHILE UNDER INFLUENCE,3668111,535070,1/17/2014 02:13:31,,1/17/2014 02:36:52,NAT,Necessary Action Taken,S Carrollton Ave (2T05) & Palmetto St,70118
E2118814,98,DRIVING WHILE UNDER INFLUENCE,3668677,529770,5/16/2014 03:08:11,,5/16/2014 04:14:03,NAT,Necessary Action Taken,Fontainebleau Dr & Vendome Pl,70125
E0690614,98,DRIVING WHILE UNDER INFLUENCE,3664833,531469,5/6/2014 00:41:32,,5/6/2014 04:04:38,NAT,Necessary Action Taken,S Claiborne Ave & S Carrollton Ave (2K04),70118
E0694114,98,DRIVING WHILE UNDER INFLUENCE,3666194,549578,5/6/2014 01:44:19,,5/6/2014 03:07:23,NAT,Necessary Action Taken,Pontchartrain Blvd & Harrison Ave,70124
A2092114,98,DRIVING WHILE UNDER INFLUENCE,3670700,521618,1/17/2014 03:15:54,1/17/2014 03:15:54,1/17/2014 04:13:36,NAT,Necessary Action Taken,018XX Napoleon Ave,70115
A2093214,98,DRIVING WHILE UNDER INFLUENCE,3677610,527968,1/17/2014 03:36:40,1/17/2014 03:36:40,1/17/2014 05:13:19,NAT,Necessary Action Taken,Earhart Blvd & S Liberty St,70113
K3125514,98,DRIVING WHILE UNDER INFLUENCE,3667998,517204,11/26/2014 04:11:44,,11/26/2014 04:58:45,NAT,Necessary Action Taken,052XX Tchoupitoulas St,70115
I0540614,98,DRIVING WHILE UNDER INFLUENCE,3665630,524747,9/5/2014 02:26:38,,9/5/2014 03:28:22,NAT,Necessary Action Taken,Freret St & Calhoun St,70118
I0543214,98,DRIVING WHILE UNDER INFLUENCE,3675712,530436,9/5/2014 02:57:22,,9/5/2014 03:58:02,NAT,Necessary Action Taken,Us9Ob E Onramp & Claiborne Onramp,
I0545914,98,DRIVING WHILE UNDER INFLUENCE,3680643,531143,9/5/2014 03:50:59,9/5/2014 03:50:59,9/5/2014 05:46:02,NAT,Necessary Action Taken,Dauphine St & Canal St,70112
K2665514,98,DRIVING WHILE UNDER INFLUENCE,3666462,547602,11/22/2014 03:35:55,11/22/2014 03:36:35,11/22/2014 06:33:36,NAT,Necessary Action Taken,West End Blvd & Polk Ave (3E02),70124
K3125314,98,DRIVING WHILE UNDER INFLUENCE,3675063,528003,11/26/2014 04:08:16,,11/26/2014 05:47:18,NAT,Necessary Action Taken,S Claiborne Ave (6J02) & Felicity St,70113
L0385414,98,DRIVING WHILE UNDER INFLUENCE,3672653,517615,12/4/2014 00:12:49,,12/4/2014 01:51:42,NAT,Necessary Action Taken,Tchoupitoulas St & Constantinople St,70115
C0728114,98,DRIVING WHILE UNDER INFLUENCE,3662968,533168,3/5/2014 22:24:56,,3/5/2014 23:08:43,NAT,Necessary Action Taken,S Claiborne Ave (2K04) & Eagle St,70118
I0663614,98,DRIVING WHILE UNDER INFLUENCE,3681854,521169,9/6/2014 00:33:05,,9/6/2014 01:48:30,NAT,Necessary Action Taken,Tchoupitoulas St & Felicity St,70130
L2066914,98,DRIVING WHILE UNDER INFLUENCE,3681737,526860,12/18/2014 03:50:50,12/18/2014 03:50:50,12/18/2014 05:57:28,NAT,Necessary Action Taken,Tchoupitoulas St & S Diamond St,70130
I0672814,98,DRIVING WHILE UNDER INFLUENCE,3676440,540321,9/6/2014 02:34:57,,9/6/2014 04:03:20,GOA,GONE ON ARRIVAL,Esplanade Ave (1C04) & Grand Route St John,70119
I0676614,98,DRIVING WHILE UNDER INFLUENCE,3674345,533709,9/6/2014 03:22:16,,9/6/2014 04:12:30,NAT,Necessary Action Taken,Tulane Ave & S Broad St,70119
I0681414,98,DRIVING WHILE UNDER INFLUENCE,3663875,530432,9/6/2014 04:24:09,,9/6/2014 07:08:24,NAT,Necessary Action Taken,Spruce St & S Carrollton Ave (2K03),70118
I0708814,98,DRIVING WHILE UNDER INFLUENCE,3681673,520761,9/6/2014 11:08:49,,9/6/2014 12:53:47,RTF,REPORT TO FOLLOW,018XX Tchoupitoulas St,70130
E0839214,98,DRIVING WHILE UNDER INFLUENCE,3671053,517815,5/7/2014 00:37:34,5/7/2014 00:37:34,5/7/2014 02:11:30,NAT,Necessary Action Taken,006XX Napoleon Ave,70115
E0851014,98,DRIVING WHILE UNDER INFLUENCE,3668100,543878,5/7/2014 04:17:38,,5/7/2014 05:20:58,NAT,Necessary Action Taken,Canal Blvd (3E01) & Navarre Ave,
E0853214,98,DRIVING WHILE UNDER INFLUENCE,3673261,532331,5/7/2014 05:14:04,5/7/2014 05:14:04,5/7/2014 06:02:33,NAT,Necessary Action Taken,I10 W & S Broad Overpass (1K01),70119
I0793714,98,DRIVING WHILE UNDER INFLUENCE,3663213,525049,9/7/2014 00:36:58,9/7/2014 00:36:58,9/7/2014 01:43:16,NAT,Necessary Action Taken,Hampson St & Broadway St (2H03),70118
I0798314,98,DRIVING WHILE UNDER INFLUENCE,3693321,521901,9/7/2014 01:31:31,,9/7/2014 03:31:19,NAT,Necessary Action Taken,Wall Blvd & General De Gaulle Dr,
I0804314,98,DRIVING WHILE UNDER INFLUENCE,3682758,525586,9/7/2014 02:39:21,,9/7/2014 03:42:37,NAT,Necessary Action Taken,Calliope St (8A01) & Convention Center Blvd,
I0816414,98,DRIVING WHILE UNDER INFLUENCE,3680256,531921,9/7/2014 06:09:18,,9/7/2014 06:51:30,NAT,Necessary Action Taken,Iberville St (1E04) & N Rampart St,70112
I0892714,98,DRIVING WHILE UNDER INFLUENCE,3683698,525030,9/7/2014 22:31:47,,9/7/2014 22:32:22,RTF,REPORT TO FOLLOW,US90 W,70130
J1569414,98,DRIVING WHILE UNDER INFLUENCE,3673401,517651,10/13/2014 02:50:01,,10/13/2014 05:06:02,NAT,Necessary Action Taken,039XX Tchoupitoulas St,70115
I0911314,98,DRIVING WHILE UNDER INFLUENCE,3673187,523779,9/8/2014 04:15:00,,9/8/2014 05:50:32,NAT,Necessary Action Taken,034XX S Liberty St,70115
J1560814,98,DRIVING WHILE UNDER INFLUENCE,3691262,522507,10/13/2014 00:20:40,,10/13/2014 00:20:53,NAT,Necessary Action Taken,Westbank Expy In & General De Gaulle Dr,70114
J1549014,98,DRIVING WHILE UNDER INFLUENCE,3663912,519899,10/12/2014 21:32:34,,10/12/2014 23:26:12,NAT,Necessary Action Taken,Henry Clay Ave & Camp St,70118
L3164514,98,DRIVING WHILE UNDER INFLUENCE,3681769,539468,12/28/2014 02:15:18,12/28/2014 02:15:18,12/28/2014 04:27:21,NAT,Necessary Action Taken,A P Tureaud Ave (5A02) & N Johnson St,70116
E0985214,98,DRIVING WHILE UNDER INFLUENCE,3704732,558803,5/8/2014 00:13:17,,5/8/2014 01:23:46,NAT,Necessary Action Taken,I-10 E & Crowder Blvd (7Q03),70127
E0993514,98,DRIVING WHILE UNDER INFLUENCE,3674345,533709,5/8/2014 02:08:15,5/8/2014 02:08:15,5/8/2014 03:22:18,NAT,Necessary Action Taken,Tulane Ave & S Broad St,70119
E0998914,98,DRIVING WHILE UNDER INFLUENCE,3666966,540663,5/8/2014 03:50:37,5/8/2014 05:08:52,5/8/2014 06:02:20,NAT,Necessary Action Taken,I-10 W & Metairie Rd,70118
E1000314,98,DRIVING WHILE UNDER INFLUENCE,3669934,518635,5/8/2014 04:18:14,5/8/2014 04:18:14,5/8/2014 05:25:57,NAT,Necessary Action Taken,047XX Magazine St,70115
C0852214,98,DRIVING WHILE UNDER INFLUENCE,3673095,518887,3/7/2014 02:30:42,3/7/2014 02:30:42,3/7/2014 03:20:22,NAT,Necessary Action Taken,039XX Magazine St,70115
C0856114,98,DRIVING WHILE UNDER INFLUENCE,3714955,564839,3/7/2014 03:36:58,,3/7/2014 04:26:26,NAT,Necessary Action Taken,I-10 E & Bullard Ave (7I09),
I1167914,98,DRIVING WHILE UNDER INFLUENCE,3680211,526416,9/10/2014 01:08:23,9/10/2014 01:08:23,9/10/2014 02:13:59,NAT,Necessary Action Taken,Tchoupitoulas Exit & Business 90 W,70130
I1169914,98,DRIVING WHILE UNDER INFLUENCE,3674908,519992,9/10/2014 01:48:34,9/10/2014 01:48:34,9/10/2014 02:40:41,NAT,Necessary Action Taken,Camp St (6D01) & Louisiana Ave,70115
I1174014,98,DRIVING WHILE UNDER INFLUENCE,3680901,520049,9/10/2014 03:27:45,9/10/2014 03:27:45,9/10/2014 04:28:06,NAT,Necessary Action Taken,Josephine St & Tchoupitoulas St,70130
K2671314,98,DRIVING WHILE UNDER INFLUENCE,3671150,517460,11/22/2014 05:33:57,11/22/2014 07:11:45,11/22/2014 09:25:59,NAT,Necessary Action Taken,Napoleon Ave (2B05) & Tchoupitoulas St,
J1469814,98,DRIVING WHILE UNDER INFLUENCE,3676730,518170,10/12/2014 04:49:37,,10/12/2014 05:37:32,NAT,Necessary Action Taken,032XX Tchoupitoulas St,70115
J1464814,98,DRIVING WHILE UNDER INFLUENCE,3681989,525175,10/12/2014 03:18:15,,10/12/2014 04:43:45,NAT,Necessary Action Taken,Tchoupitoulas Exit & Calliope St (6C01),70130
B0366314,98,DRIVING WHILE UNDER INFLUENCE,3667121,527860,2/4/2014 02:39:09,2/4/2014 02:40:02,2/4/2014 05:48:27,NAT,Necessary Action Taken,S Claiborne Ave & Calhoun St (2P02),70125
J1448314,98,DRIVING WHILE UNDER INFLUENCE,3690758,524634,10/12/2014 00:19:40,,10/12/2014 00:20:15,RTF,REPORT TO FOLLOW,US90B W & Gen De Gaulle Exit,70114
I1300714,98,DRIVING WHILE UNDER INFLUENCE,3682807,525208,9/11/2014 00:57:02,,9/11/2014 02:32:22,NAT,Necessary Action Taken,Calliope St (6C01) & Convention Center Blvd,70130
I1304214,98,DRIVING WHILE UNDER INFLUENCE,3672638,517570,9/11/2014 01:50:20,,9/11/2014 03:09:50,NAT,Necessary Action Taken,040XX Tchoupitoulas St,70115
I1306714,98,DRIVING WHILE UNDER INFLUENCE,3677565,521109,9/11/2014 02:22:05,9/11/2014 02:22:05,9/11/2014 03:37:47,NAT,Necessary Action Taken,026XX Magazine St,70130
I1308714,98,DRIVING WHILE UNDER INFLUENCE,3668953,535909,9/11/2014 02:56:34,9/11/2014 02:56:34,9/11/2014 02:57:38,RTF,REPORT TO FOLLOW,I-10 W & S Carrollton Ave,70119
I1309814,98,DRIVING WHILE UNDER INFLUENCE,3672269,527057,9/11/2014 03:20:02,,9/11/2014 04:31:49,NAT,Necessary Action Taken,031XX Toledano St,70125
I1309914,98,DRIVING WHILE UNDER INFLUENCE,3689904,522586,9/11/2014 03:20:03,,9/11/2014 06:17:56,NAT,Necessary Action Taken,L B Landry Ave & General De Gaulle Dr,70114
B0377114,98,DRIVING WHILE UNDER INFLUENCE,3692653,533510,2/4/2014 06:56:14,2/4/2014 07:29:13,2/4/2014 08:19:18,NAT,Necessary Action Taken,Poland Ave & Royal St,70117
E1143014,98,DRIVING WHILE UNDER INFLUENCE,3678563,519128,5/9/2014 01:04:28,5/9/2014 01:04:28,5/9/2014 02:24:23,NAT,Necessary Action Taken,Rousseau St & 4th St,70130
E1144314,98,DRIVING WHILE UNDER INFLUENCE,3681670,526712,5/9/2014 01:16:46,5/9/2014 01:16:46,5/9/2014 03:16:15,NAT,Necessary Action Taken,Andrew Higgins Dr & Tchoupitoulas St,70130
E1151214,98,DRIVING WHILE UNDER INFLUENCE,3669343,517570,5/9/2014 02:47:48,5/9/2014 02:47:48,5/9/2014 03:42:47,NAT,Necessary Action Taken,Lyons St & Annunciation St,70115
E1153414,98,DRIVING WHILE UNDER INFLUENCE,3666966,540663,5/9/2014 03:33:54,,5/9/2014 03:38:58,NAT,Necessary Action Taken,I-10 W & Metairie Rd,70118
E3086714,98,DRIVING WHILE UNDER INFLUENCE,3681683,520714,5/23/2014 00:55:32,,5/23/2014 02:03:51,NAT,Necessary Action Taken,019XX Tchoupitoulas St,70130
E1160614,98,DRIVING WHILE UNDER INFLUENCE,3676340,520269,5/9/2014 05:21:52,5/9/2014 05:21:52,5/9/2014 06:03:54,NAT,Necessary Action Taken,030XX Magazine St,70115
A0532414,98,DRIVING WHILE UNDER INFLUENCE,3666159,543920,1/5/2014 02:44:02,1/5/2014 02:53:58,1/5/2014 04:21:36,NAT,Necessary Action Taken,I-10 W & West End Blvd Exit,
I1446414,98,DRIVING WHILE UNDER INFLUENCE,3679256,519107,9/12/2014 01:09:06,9/12/2014 01:09:06,9/12/2014 02:36:25,NAT,Necessary Action Taken,025XX Tchoupitoulas St,70130
I1451514,98,DRIVING WHILE UNDER INFLUENCE,3673030,536338,9/12/2014 02:16:33,9/12/2014 02:16:33,9/12/2014 04:14:43,NAT,Necessary Action Taken,S Jefferson Davis Pkwy & Cleveland Ave (1L02),70119
I1456514,98,DRIVING WHILE UNDER INFLUENCE,3681201,533018,9/12/2014 03:32:22,9/12/2014 03:32:22,9/12/2014 05:30:07,NAT,Necessary Action Taken,006XX N Rampart St,70112
C2510014,98,DRIVING WHILE UNDER INFLUENCE,3670602,518691,3/20/2014 02:28:34,3/20/2014 02:28:34,3/20/2014 03:24:59,NAT,Necessary Action Taken,045XX Magazine St,70115
A0034914,98,DRIVING WHILE UNDER INFLUENCE,3668597,517217,1/1/2014 03:32:51,1/1/2014 03:32:51,1/1/2014 04:18:30,NAT,Necessary Action Taken,Robert St & Tchoupitoulas St,70115
L0482114,98,DRIVING WHILE UNDER INFLUENCE,3681161,531233,12/4/2014 18:19:13,,12/4/2014 22:14:59,NAT,Necessary Action Taken,Iberville St & Bourbon St,70112
C0964914,98,DRIVING WHILE UNDER INFLUENCE,3686371,525501,3/7/2014 23:34:16,3/7/2014 23:34:16,3/7/2014 23:35:06,RTF,REPORT TO FOLLOW,US90 E,
C2512014,98,DRIVING WHILE UNDER INFLUENCE,3674445,521060,3/20/2014 03:14:59,,3/20/2014 04:07:50,NAT,Necessary Action Taken,Prytania St & Louisiana Ave (6D01),
C0973314,98,DRIVING WHILE UNDER INFLUENCE,3677049,520824,3/8/2014 01:24:12,3/8/2014 01:24:12,3/8/2014 02:17:01,NAT,Necessary Action Taken,Magazine St & Washington Ave,70130
I1594514,98,DRIVING WHILE UNDER INFLUENCE,3667641,517195,9/13/2014 01:58:49,,9/13/2014 03:30:57,NAT,Necessary Action Taken,Bellecastle St & Tchoupitoulas St,70115
I1594614,98,DRIVING WHILE UNDER INFLUENCE,3682027,521873,9/13/2014 01:59:26,,9/13/2014 03:11:20,NAT,Necessary Action Taken,017XX Tchoupitoulas St,70130
I1597414,98,DRIVING WHILE UNDER INFLUENCE,3676643,521444,9/13/2014 02:32:35,,9/13/2014 03:27:26,NAT,Necessary Action Taken,Washington Ave & Chestnut St,70115
I1601714,98,DRIVING WHILE UNDER INFLUENCE,3678485,532787,9/13/2014 03:46:31,9/13/2014 03:46:31,9/13/2014 05:26:40,NAT,Necessary Action Taken,Canal St (1E02) & N Claiborne Ave,70112
I1608314,98,DRIVING WHILE UNDER INFLUENCE,3669897,535970,9/13/2014 05:54:49,9/13/2014 05:54:49,9/13/2014 07:10:42,NAT,Necessary Action Taken,Tulane Ave & S Pierce St (1K02),70119
C0984014,98,DRIVING WHILE UNDER INFLUENCE,3671469,529226,3/8/2014 03:55:11,,3/8/2014 04:57:19,NAT,Necessary Action Taken,Washington Ave & S Dorgenois St,70125
J1330914,98,DRIVING WHILE UNDER INFLUENCE,3678077,521500,10/11/2014 01:40:55,,10/11/2014 02:17:13,NAT,Necessary Action Taken,Magazine St & 1st St,70130
E1289514,98,DRIVING WHILE UNDER INFLUENCE,3677310,518396,5/10/2014 03:31:33,,5/10/2014 04:43:24,NAT,Necessary Action Taken,031XX Tchoupitoulas St,70115
L3172214,98,DRIVING WHILE UNDER INFLUENCE,3672759,520507,12/28/2014 04:38:05,12/28/2014 04:38:30,12/28/2014 05:52:18,NAT,Necessary Action Taken,Gen Taylor St & Prytania St,70115
I1723514,98,DRIVING WHILE UNDER INFLUENCE,3679810,534695,9/14/2014 03:14:25,9/14/2014 03:14:25,9/14/2014 06:12:50,NAT,Necessary Action Taken,I10 W (1I01) & Orleans Ave,70116
I1729214,98,DRIVING WHILE UNDER INFLUENCE,3682019,529478,9/14/2014 04:36:19,9/14/2014 04:36:19,9/14/2014 05:57:10,NAT,Necessary Action Taken,003XX Tchoupitoulas St,70130
I1733214,98,DRIVING WHILE UNDER INFLUENCE,3670590,541746,9/14/2014 06:00:16,9/14/2014 06:00:16,9/14/2014 07:18:15,NAT,Necessary Action Taken,Orleans Ave & City Park Ave (3H02),70119
A0537714,98,DRIVING WHILE UNDER INFLUENCE,3679519,522585,1/5/2014 03:53:08,,1/5/2014 05:02:49,NAT,Necessary Action Taken,Magazine St & Saint Andrew St,70130
L0505514,98,DRIVING WHILE UNDER INFLUENCE,3668953,535909,12/4/2014 22:34:06,,12/5/2014 01:44:49,NAT,Necessary Action Taken,I-10 W & S Carrollton Ave,
I1828614,98,DRIVING WHILE UNDER INFLUENCE,3674822,519967,9/15/2014 00:47:54,9/15/2014 00:47:54,9/15/2014 01:21:59,NAT,Necessary Action Taken,012XX Louisiana Ave,70115
I1831014,98,DRIVING WHILE UNDER INFLUENCE,3666954,540696,9/15/2014 01:21:36,9/15/2014 01:21:36,9/15/2014 03:26:22,NAT,Necessary Action Taken,I-10 W & City Park Ave,70124
L0514114,98,DRIVING WHILE UNDER INFLUENCE,3681124,529306,12/5/2014 00:17:51,,12/5/2014 02:51:14,NAT,Necessary Action Taken,Poydras St & Camp St (8G04),70130
E1415714,98,DRIVING WHILE UNDER INFLUENCE,3676993,533822,5/11/2014 02:50:45,,5/11/2014 04:23:50,RTF,REPORT TO FOLLOW,Canal St (1H01) & S Galvez St,70119
E1418614,98,DRIVING WHILE UNDER INFLUENCE,3710547,554084,5/11/2014 03:39:47,,5/11/2014 04:25:15,NAT,Necessary Action Taken,095XX Chef Menteur Hwy,70127
E1424914,98,DRIVING WHILE UNDER INFLUENCE,3675457,518614,5/11/2014 05:23:35,,5/11/2014 06:16:08,NAT,Necessary Action Taken,008XX Louisiana Ave,70115
K2676714,98,DRIVING WHILE UNDER INFLUENCE,3684549,540487,11/22/2014 07:11:11,11/22/2014 07:11:11,11/22/2014 09:11:44,NAT,Necessary Action Taken,I-10 E & Elysian Fields Ave,70119
I1975714,98,DRIVING WHILE UNDER INFLUENCE,3714955,564839,9/16/2014 03:21:06,,9/16/2014 04:32:38,NAT,Necessary Action Taken,I-10 E & Bullard Ave (7I09),70128
L0524514,98,DRIVING WHILE UNDER INFLUENCE,3684193,545878,12/5/2014 03:10:54,,12/5/2014 04:46:54,NAT,Necessary Action Taken,Elysian Fields Ave (3X02) & Sere St,70122
I2096914,98,DRIVING WHILE UNDER INFLUENCE,3672292,517578,9/17/2014 00:48:21,9/17/2014 00:48:21,9/17/2014 02:08:32,NAT,Necessary Action Taken,Tchoupitoulas St & Marengo St,70115
I2104714,98,DRIVING WHILE UNDER INFLUENCE,3682222,529984,9/17/2014 02:42:13,9/17/2014 02:42:13,9/17/2014 03:22:16,NAT,Necessary Action Taken,001XX N Peters St,70130
I2105414,98,DRIVING WHILE UNDER INFLUENCE,3671143,525513,9/17/2014 02:49:15,,9/17/2014 04:16:43,NAT,Necessary Action Taken,Willow St & Milan St,70115
E1512214,98,DRIVING WHILE UNDER INFLUENCE,3721874,557936,5/11/2014 22:23:40,,5/11/2014 22:43:57,NAT,Necessary Action Taken,I-510 S (7J01) & Chef Menteur Hwy,70129
I2111214,98,DRIVING WHILE UNDER INFLUENCE,3681500,530497,9/17/2014 04:50:43,,9/17/2014 06:21:57,NAT,Necessary Action Taken,Camp St (8C01) & Canal St,70130
C1109514,98,DRIVING WHILE UNDER INFLUENCE,3679154,530262,3/9/2014 05:29:06,,3/9/2014 06:41:27,NAT,Necessary Action Taken,Perdido St & Loyola Ave (8I02),70112
E1525314,98,DRIVING WHILE UNDER INFLUENCE,3670242,526572,5/12/2014 00:41:47,,5/12/2014 03:15:45,NAT,Necessary Action Taken,032XX Napoleon Ave,70125
E1539914,98,DRIVING WHILE UNDER INFLUENCE,3680927,530925,5/12/2014 06:01:16,,5/12/2014 07:03:57,NAT,Necessary Action Taken,Carondelet St & Canal St (8D01),70112
J1188514,98,DRIVING WHILE UNDER INFLUENCE,3668113,535072,10/10/2014 00:45:41,10/10/2014 00:46:32,10/10/2014 03:41:24,NAT,Necessary Action Taken,Palmetto St & S Carrollton Ave (2T05),70118
A0544714,98,DRIVING WHILE UNDER INFLUENCE,3675712,530436,1/5/2014 06:25:53,1/5/2014 06:25:53,1/5/2014 08:47:25,NAT,Necessary Action Taken,Pontchartrain Expy E Onramp & Claiborne Onramp,70113
I2237714,98,DRIVING WHILE UNDER INFLUENCE,3682080,524122,9/18/2014 00:32:35,,9/18/2014 01:46:39,NAT,Necessary Action Taken,Tchoupitoulas St & Henderson St (6C01),70130
L1948014,98,DRIVING WHILE UNDER INFLUENCE,3679874,531733,12/17/2014 05:44:25,12/17/2014 05:44:25,12/17/2014 06:42:33,NAT,Necessary Action Taken,Canal St & Basin St (1E02),70112
I2239114,98,DRIVING WHILE UNDER INFLUENCE,3664008,545977,9/18/2014 00:50:05,,9/18/2014 01:39:11,NAT,Necessary Action Taken,I-10 E & I-610 E,70124
I2242714,98,DRIVING WHILE UNDER INFLUENCE,3668181,540526,9/18/2014 01:44:54,,9/18/2014 03:22:40,NAT,Necessary Action Taken,050XX Canal St,70119
I2244814,98,DRIVING WHILE UNDER INFLUENCE,3680310,527044,9/18/2014 02:12:03,,9/18/2014 03:35:40,NAT,Necessary Action Taken,Saint Charles Ave & Lee Circle (8G03),70130
I2248214,98,DRIVING WHILE UNDER INFLUENCE,3669301,536278,9/18/2014 03:07:07,,9/18/2014 06:09:50,NAT,Necessary Action Taken,S Carrollton Ave (1K02) & Tulane Ave,
I2248714,98,DRIVING WHILE UNDER INFLUENCE,3667671,520145,9/18/2014 03:18:50,,9/18/2014 04:29:21,NAT,Necessary Action Taken,053XX Prytania St,70115
I2248814,98,DRIVING WHILE UNDER INFLUENCE,3681597,531806,9/18/2014 03:19:10,9/18/2014 04:57:58,9/18/2014 06:29:15,NAT,Necessary Action Taken,Conti St & Bourbon St,70112
B0498114,98,DRIVING WHILE UNDER INFLUENCE,3678077,521500,2/5/2014 01:57:52,2/5/2014 01:57:52,2/5/2014 02:48:18,NAT,Necessary Action Taken,Magazine St & First St,70130
B0498414,98,DRIVING WHILE UNDER INFLUENCE,3681942,521520,2/5/2014 02:00:55,2/5/2014 02:00:55,2/5/2014 02:55:21,NAT,Necessary Action Taken,Tchoupitoulas St & Celeste St,70130
E2956614,98,DRIVING WHILE UNDER INFLUENCE,3670104,520749,5/22/2014 04:00:32,,5/22/2014 05:02:53,NAT,Necessary Action Taken,Saint Charles Ave & Cadiz St (2F04),70115
E2955514,98,DRIVING WHILE UNDER INFLUENCE,3666596,528941,5/22/2014 03:33:34,,5/22/2014 04:38:52,NAT,Necessary Action Taken,S Claiborne Ave & Audubon Blvd (2M04),70125
